"generator_index","generator_sample_index","bic_diff_mean","bic_a1_mean","bic_a2_mean","p_diff_mean","p_a1_mean","p_a2_mean","nknots_a1_mean","nknots_a2_mean","nknots_diff_mean","n_mean","m_mean","bic_diff_median","bic_a1_median","bic_a2_median","p_diff_median","p_a1_median","p_a2_median","nknots_a1_median","nknots_a2_median","nknots_diff_median","n_median","m_median","bic_diff_sd","bic_a1_sd","bic_a2_sd","p_diff_sd","p_a1_sd","p_a2_sd","nknots_a1_sd","nknots_a2_sd","nknots_diff_sd","n_sd","m_sd"
"1","1",18.8535459703084,-388.264976900297,-407.118522870606,0.000651181551903108,0.00133200596419496,0.000680824412291851,3,3,0,250,2000,11.0862498973405,-392.152736294804,-407.276145139544,0.00021692362044642,0.000969583217440184,0.000599160098980587,3,3,0,250,2000,24.3061066622196,31.2973992816159,23.0830570539956,0.00110631587163884,0.00115112876900052,0.000409955520404292,0,0,0,0,0
