"generator_index","generator_sample_index","n","gen_fn","bic_a0","nknots_a0","mse_a0","mse_a0_uniform_x","bic_a1","nknots_a1","mse_a1","mse_a1_uniform_x","bic_diff","mse_diff","mse_diff_uniform_x","nknots_diff"
"1","1",200,"logistic",-312.573385498712,2,0.00167461796259439,0.0132027877703098,-314.757132346737,2,0.00158685801440813,0.0120382492241005,2.18374684802461,8.77599481862569e-05,0.00116453854620936,0
"1","1",200,"logistic",-303.311542230902,4,0.00144486685541915,0.00299971797004939,-322.913750817877,4,0.000294368648980866,0.000493514016459054,19.6022085869741,0.00115049820643828,0.00250620395359034,0
"1","1",200,"logistic",-321.933518699704,4,0.000815929406070844,0.00229337008973253,-328.172717516664,2,0.000751926524449722,0.00289323354595264,6.23919881695991,6.4002881621122e-05,-0.00059986345622011,2
"1","1",200,"logistic",-340.504421364658,2,0.00037335660672534,0.00185241687093577,-340.504421364658,2,0.000373356606725341,0.00185241687093578,0,-6.50521303491303e-19,-5.20417042793042e-18,0
"1","1",200,"logistic",-326.801015709286,4,0.000926137878386458,0.00365772443199749,-347.253893344246,3,0.000410193405088564,0.000793005039116053,20.4528776349605,0.000515944473297893,0.00286471939288143,1
"1","1",200,"logistic",-338.501715802934,2,0.000428372246969536,0.000506787553255711,-348.101975407956,3,0.000263286556212647,0.000697740906145961,9.60025960502213,0.000165085690756889,-0.00019095335289025,-1
"1","1",200,"logistic",-310.593092876668,4,0.000617923553757009,0.00117521569609888,-313.202629987502,3,0.000530902340936264,0.00122202638503704,2.60953711083403,8.7021212820745e-05,-4.68106889381663e-05,1
"1","1",200,"logistic",-339.508140964579,4,0.000350750367128395,0.000730328188688641,-346.372946824211,4,9.87817965241527e-05,5.72931466995901e-05,6.86480585963176,0.000251968570604242,0.000673035041989051,0
"1","1",200,"logistic",-321.620411455292,2,0.00132351764972443,0.00251903330826908,-324.038439692781,3,0.000673399518824895,0.000981363438331448,2.41802823748941,0.000650118130899539,0.00153766986993763,-1
"1","1",200,"logistic",-313.563384914618,2,0.000522777134891104,0.00159967482936647,-326.729576710706,3,0.000194028449878151,0.000193510068177263,13.1661917960884,0.000328748685012953,0.00140616476118921,-1
"1","1",200,"logistic",-327.244273720508,2,0.000464854778455523,0.00171076105206224,-327.244273720508,2,0.000464854778455524,0.00171076105206224,0,-1.40946282423116e-18,-3.90312782094782e-18,0
"1","1",200,"logistic",-325.857617308649,3,0.000371654368732411,0.00191008929918282,-330.634190793618,2,0.000444947410160225,0.00220130190620652,4.77657348496814,-7.3293041427814e-05,-0.000291212607023708,1
