"generator_index","generator_sample_index","bic_diff_mean","bic_a0_mean","bic_a1_mean","mse_diff_mean","mse_a0_mean","mse_a1_mean","mse_diff_uniform_x_mean","mse_a0_uniform_x_mean","mse_a1_uniform_x_mean","nknots_diff_mean","n_mean","bic_diff_median","bic_a0_median","bic_a1_median","mse_diff_median","mse_a0_median","mse_a1_median","mse_diff_uniform_x_median","mse_a0_uniform_x_median","mse_a1_uniform_x_median","nknots_diff_median","n_median","bic_diff_mode","bic_a0_mode","bic_a1_mode","mse_diff_mode","mse_a0_mode","mse_a1_mode","mse_diff_uniform_x_mode","mse_a0_uniform_x_mode","mse_a1_uniform_x_mode","nknots_diff_mode","n_mode","bic_diff_sd","bic_a0_sd","bic_a1_sd","mse_diff_sd","mse_a0_sd","mse_a1_sd","mse_diff_uniform_x_sd","mse_a0_uniform_x_sd","mse_a1_uniform_x_sd","nknots_diff_sd","n_sd"
"1","1",26.1991256834906,-299.324381215397,-325.523506898887,0.00124457143803044,0.00180630603053046,0.000561734592500019,0.00619871644315391,0.00839865157776214,0.00219993513460824,0.085,200,24.1286696895585,-298.240738645937,-325.391401278108,0.0011865055820423,0.00169137230633116,0.000528745257592735,0.00498457971599076,0.00721415474392402,0.00171015381342268,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,1,200,20.5046681817433,28.2855054243332,20.7262155251928,0.000986449679582708,0.000993886455654569,0.000232935754530568,0.00679143003809141,0.00751364669220428,0.00171667139547704,0.975980372980016,0
