"age","anxi","artgluctot","attachphone","avoid","cbt","csi","DEQ","DIDF","draw","eatdrink","endtime","eng","EOT","exercise","filter_.","german","gluctot","health","heightm","home","humid","id","langfamily","mand","meds","mintemp","monog","norweg","nostalgia","nwsize","onlineid","pol","portuguese","romantic","seconds","selfc","serb","sex","sexpref","sinod","smoke","socialembedded","spanish","stress","turk","urald","weight"
1997,-0.138111499053256,0,2.66666666666667,0.00914180482836368,36.9722222222222,7,34.4329071,2.09090909090909,0.127730001695454,1,"10:27:00",1,2.8,2,0,0,0,3,1.524,3.33333333333333,69,204,1,0,1,8.33333333333333,5,0,2.83333333333333,11,2.45454545454545,0,0,2,37620,3.23076923076923,0,2,1,0,2,2,0,2.57142857142857,0,0,49.0909090909091
1997,0.1157284205393,0,3.11111111111111,0.946388324314566,36,6,36.89289855957,2.90909090909091,0.127935276832432,1,"9:41:58",1,2.4,2,0,0,0,4,1.905,3.55555555555556,99,206,1,0,2,11.1111111111111,4,0,2.16666666666667,7,2.90909090909091,0,0,2,34918,3.15384615384615,0,1,1,0,2,1,0,3.07142857142857,0,0,68.1818181818182
1996,-0.466210895106599,0,1.44444444444444,-1.11073121657834,36.15,8,39.911697387695,3,0.130696759559214,1,"11:41:53",0,1.2,2,1,0,4,2,1.8,2.55555555555556,52,208,2,0,2,3,6,0,2.66666666666667,37,2.27272727272727,0,0,1,42113,1.84615384615385,0,1,1,0,1,4,0,3.42857142857143,1,1,74
1987,-0.513109705878224,0,2.77777777777778,-0.431839259469786,35.6,7,51.316696166992,2.18181818181818,0.135829515755177,1,"10:12:53",0,2.4,2,1,1,8,3,1.81,4.22222222222222,54,212,1,0,1,1,4,0,4.66666666666667,14,2.27272727272727,0,0,1,36773,2.76923076923077,0,1,2,0,1,3,0,3.14285714285714,0,0,70.3
1993,-1.14580354896664,0,2.55555555555556,-1.26358288005036,36.6944444444444,8,37.467697143555,1.81818181818182,0.138656172435731,1,"10:40:50",1,2.4,2,1,0,2,4,1.5494,4.77777777777778,64,214,1,0,2,10.5555555555556,7,0,3.83333333333333,26,2.81818181818182,0,0,1,38450,3.38461538461538,0,2,1,0,2,2,0,2.14285714285714,0,0,63.6363636363636
1996,0.282746325463999,0,2.66666666666667,-0.00592232848394765,36.55,6,44.818603515625,3.54545454545455,0.139348342549056,1,"10:48:58",0,2.4,2,0,0,4,3,1.71,4.33333333333333,65,216,1,0,2,8,6,0,5,15,2.81818181818182,0,0,2,38938,2.76923076923077,1,2,1,0,2,2,0,3.14285714285714,0,0,60.5
1975,0.0983951954468702,6,3.44444444444444,0.00603964490074452,35.4,5,51.75,1.63636363636364,0.139644148293883,1,"9:23:38",1,3,2,0,0,0,4,1.778,3.11111111111111,89,218,1,0,2,-1.66666666666667,6,0,4.33333333333333,17,2.27272727272727,0,0,2,33818,2.84615384615385,0,1,1,0,1,1,0,3.07142857142857,0,0,69.85
1993,-0.155301715408314,0,3.33333333333333,-0.695059213923038,35.75,8,39.911697387695,2,0.140262853354216,1,"11:00:45",0,1.8,2,1,0,6,4,1.78,2.22222222222222,78,220,2,0,2,8,7,0,5.16666666666667,14,3.72727272727273,0,0,1,39645,3.76923076923077,0,1,1,0,2,1,0,2.42857142857143,1,1,95
1993,0.275929399835488,0,2.44444444444444,0.521577413157506,35.15,7,51.75,4,0.141156306955963,1,"8:19:59",1,2.8,2,1,0,3,2,1.6002,4,89,222,1,0,2,-1.66666666666667,7,0,4.5,25,2.18181818181818,0,0,1,29999,2.15384615384615,0,2,1,0,2,2,0,3.5,0,0,55
1992,0.372357706483154,0,3,1.10369520747172,36,7,50.917098999023,2.72727272727273,0.142054121010005,1,"9:44:21",1,2.6,2,1,0,0,2,1.78,3.33333333333333,60,224,1,0,2,3,6,0,3.83333333333333,14,3,0,0,1,35061,2.38461538461538,0,1,1,0,2,2,0,3,0,0,74
1985,-0.668948790966592,0,2.22222222222222,-0.647911667098674,36.25,8,37.552200317383,2.09090909090909,0.14293025713414,1,"10:20:51",1,2,2,0,0,0,3,1.6002,3.88888888888889,94,226,1,0,2,13.3333333333333,6,0,3.83333333333333,26,1.90909090909091,0,0,2,37251,3.92307692307692,0,2,1,0,1,3,0,2.42857142857143,0,0,44.5454545454545
1995,0.769778057932553,0,3.33333333333333,0.46214923912847,36.6111111111111,6,37.552200317383,3.27272727272727,0.144374620169401,1,"11:25:27",1,2.4,2,0,0,0,3,1.5494,3.77777777777778,94,230,1,0,1,13.3333333333333,7,0,5,14,3.45454545454545,0,0,2,41127,2.38461538461538,0,2,1,0,2,3,0,3.35714285714286,0,0,45.4545454545455
1997,0.521063997594168,0,3.44444444444444,0.332947284919848,36.05,6,44.818603515625,2.36363636363636,0.146009385585785,1,"9:23:30",0,2.2,2,0,0,0,4,1.8,4.11111111111111,65,232,1,0,2,8,4,0,4.16666666666667,16,3.63636363636364,0,0,2,33810,3.38461538461538,1,2,1,0,2,3,0,3,0,0,65
1995,0.501845205774099,0,4.22222222222222,-1.02586536169067,36.25,9,39.928894042969,2.36363636363636,0.146478545386344,1,"9:43:29",0,2.2,2,0,0,3,3,1.58,4.33333333333333,22,234,3,1,2,8,7,0,7,16,2.63636363636364,0,0,2,35009,3.84615384615385,0,2,1,1,2,3,0,3.28571428571429,0,0,46
1953,-0.424158908081119,0,2.33333333333333,-0.0620413069551545,35.6,8,59.912704467773,1.45454545454545,0.147830370813608,1,"9:57:08",0,1.2,2,0,0,0,5,1.55,4.66666666666667,76,236,1,0,2,1,7,1,3.66666666666667,12,2.72727272727273,0,0,2,35828,3,0,2,1,0,2,1,0,1.85714285714286,0,0,41
1993,-0.915906120239125,0,3.88888888888889,-0.0263834727896662,36.85,7,1.2931060791016,3.36363636363636,0.148090243339539,1,"9:53:15",1,2.4,2,0,0,0,4,1.75,4.88888888888889,79,238,1,0,2,26,6,0,5.16666666666667,15,3.45454545454545,0,0,2,35595,2.61538461538462,0,1,1,0,2,3,0,3.14285714285714,0,0,56
1985,0.0260767632220408,0,3.22222222222222,-0.491734969917358,36.15,9,52.233306884766,1.90909090909091,0.150715121533722,1,"18:33:19",0,1.6,2,1,0,8,4,1.72,4.77777777777778,70,242,1,0,2,1,7,0,2.6,33,3.45454545454545,1,0,1,66799,3,0,1,1,0,2,2,0,3,0,0,79
1994,0.425036103283713,8,2.55555555555556,-0.102864975593375,36.45,6,51.75,3,0.153591976035386,1,"8:10:41",1,1.8,2,0,0,6,3,1.8288,3.11111111111111,89,248,1,0,2,-1.66666666666667,6,0,5.66666666666667,29,2.63636363636364,0,0,2,29441,2.07692307692308,0,1,2,0,2,3,0,3,0,0,65
1991,-0.816518518925407,0,1.77777777777778,1.06333465438283,35.7,7,51.75,2.18181818181818,0.155731739941984,1,"8:54:35",1,2.6,2,0,0,5,4,1.8542,4.66666666666667,89,250,1,0,2,-1.66666666666667,3,0,1.5,29,1.90909090909091,0,0,2,32075,4.15384615384615,0,1,1,0,2,2,0,2.71428571428571,0,0,90
1996,-0.400193731846696,0,2.77777777777778,-0.241238794530955,37.1,9,30.580093383789,1.54545454545455,0.156145602930337,1,"10:09:28",0,2.2,2,1,0,2,2,1.58,3.77777777777778,87,252,3,1,2,17,7,0,3.5,24,2.54545454545455,0,0,1,36568,3.84615384615385,0,2,1,1,2,2,0,2.35714285714286,0,0,47
1996,-0.068158201835293,0,4.88888888888889,-0.310130708780518,37,6,44.818603515625,3.27272727272727,0.159389411099255,1,"10:05:15",0,1.4,2,1,0,0,3,1.57,2.33333333333333,44,254,1,0,2,12,1,0,5.16666666666667,11,4.72727272727273,0,0,1,36315,3,1,2,1,0,2,2,0,3.57142857142857,0,0,55
1984,0.988389626628733,0,2.11111111111111,0.885758639111305,35.95,7,60.391494750977,2.54545454545455,0.159627265296876,1,"19:28:21",0,2,2,1,0,0,3,1.66,3.88888888888889,80,256,1,0,2,-7,7,1,7,16,2.54545454545455,0,0,1,70101,3.92307692307692,0,2,1,0,2,2,0,2.71428571428571,0,0,52
1990,-0.503207201234938,0,2.44444444444444,-0.527286226445474,36.425,7,51.31950378418,2,0.16088703321293,1,"10:57:08",0,1.6,2,0,1,3,3,1.68,4.22222222222222,77,258,1,0,1,5,5,0,3.5,15,1.27272727272727,0,0,2,39428,3.69230769230769,0,2,1,0,1,3,0,2.71428571428571,0,0,64
1994,0.613734875885303,0,3.77777777777778,0.577881459642905,36,8,39.911697387695,2.90909090909091,0.162496961187571,1,"10:39:17",0,2.6,2,1,0,9,1,1.83,4,69,262,2,0,2,6,4,0,4.66666666666667,21,3.45454545454545,0,0,1,38357,2.30769230769231,0,1,1,0,1,2,0,4,1,1,84
1980,-0.240378462746598,4,1.55555555555556,-0.671990008030868,36.49,10,52.32780456543,1.63636363636364,0.165975562762469,1,"10:53:40",0,1.4,2,1,0,7,3,1.72,4.88888888888889,73,266,1,0,2,3,7,0,4.2,17,1.81818181818182,1,0,1,39220,3.84615384615385,0,2,1,0,2,2,0,2.35714285714286,0,0,67
1994,-0.101875944018803,0,2.88888888888889,-1.00932832314501,36.6944444444444,9,37.502304077148,2.45454545454545,0.167176292743534,1,"11:32:49",1,2.2,2,1,0,6,4,1.6256,4.22222222222222,45,268,1,0,1,17.7777777777778,7,0,1.33333333333333,35,3,0,0,1,41569,2.46153846153846,0,2,1,0,2,3,0,2.42857142857143,0,0,56.8181818181818
1992,-0.528495443807858,0,2.33333333333333,-0.373216630117612,36.345,8,49.904495239258,3.18181818181818,0.167580867186189,1,"11:24:46",0,3.4,2,1,1,0,4,1.72,3.66666666666667,54,270,1,0,2,3,7,0,4,18,2.27272727272727,0,0,1,41086,2.15384615384615,0,2,1,0,2,1,0,3.5,0,0,55
1997,1.339801183632,0,3.77777777777778,1.66586484068639,35.3333333333333,6,37.553802490234,3.36363636363636,0.169192527420819,1,"17:52:27",1,3,2,0,0,0,3,1.651,3.77777777777778,74,272,1,0,2,16.6666666666667,3,0,1.83333333333333,11,4.09090909090909,0,0,2,64347,2,0,2,1,0,1,1,0,3.14285714285714,0,0,97.7272727272727
1997,-0.688242682963985,2,1.88888888888889,0.404171018799743,36.5,7,44.818603515625,2.36363636363636,0.169885496608913,1,"9:49:18",0,2.4,2,1,0,3,5,1.71,5,45,274,1,0,2,12,7,0,3.16666666666667,13,2.18181818181818,0,0,1,35358,3.53846153846154,1,2,1,0,2,2,0,2.64285714285714,0,0,63
1989,-0.617443519030496,0,2.88888888888889,-0.683249810615913,37.15,9,48.11669921875,2,0.171754783485085,1,"16:09:46",0,2.4,2,1,1,1,3,1.72,5,67,278,1,0,2,5,7,0,1.83333333333333,22,3.09090909090909,0,0,1,58186,3.84615384615385,0,2,1,0,1,2,0,3.14285714285714,0,0,73
1997,-0.495607570249398,0,2.55555555555556,0.905284352501276,36.8,9,30.580093383789,3.63636363636364,0.174959059804678,1,"11:12:19",0,2.4,2,0,0,0,2,1.6,4,87,284,3,1,2,17,7,0,5.83333333333333,17,2.63636363636364,0,0,2,40339,2.69230769230769,0,2,1,1,2,2,0,3,0,0,67
1994,0.501748688145271,0,2.88888888888889,-0.0910958766633139,36.7,9,30.580093383789,3.18181818181818,0.176763343624771,1,"10:29:13",0,2.4,2,0,0,0,3,1.72,4.88888888888889,66,286,3,1,2,13,7,0,5,13,3,0,0,2,37753,2.15384615384615,0,1,1,1,2,2,0,3.07142857142857,0,0,75
1996,0.156980214477325,24,3.11111111111111,0.0507059304318835,36.1,7,51.287796020508,2,0.178853473160416,1,"9:26:24",0,1.8,2,0,1,2,4,1.7,4,77,288,1,0,2,5,7,0,5.83333333333333,30,3,0,0,2,33984,4.23076923076923,0,2,1,0,2,3,0,2.28571428571429,0,0,58
1994,-0.398921693603109,0,1.33333333333333,0.937876969080404,36.25,6,39.911697387695,2.27272727272727,0.17888201167807,1,"10:08:04",0,2.2,2,0,0,2,4,1.8,3.77777777777778,62,290,2,0,2,5,5,0,7,12,2.09090909090909,0,0,2,36484,2.61538461538462,0,1,1,0,1,2,0,3,1,1,87
1997,-0.237183258945903,0,3.55555555555556,-0.478860048762929,36.6111111111111,8,34.4329071,3.81818181818182,0.18119142530486,1,"11:55:00",1,2,2,1,0,0,4,1.6256,2.77777777777778,60,294,1,0,1,9.44444444444444,4,0,5.33333333333333,34,3.09090909090909,0,0,1,42900,2.15384615384615,0,2,2,0,1,4,0,2.78571428571429,0,0,59.0909090909091
1996,0.609637150854569,0,2.33333333333333,-0.641959246112884,36.15,8,59.916702270508,1.90909090909091,0.186338901985437,1,"9:44:22",0,1.2,2,0,0,0,4,1.67,3.88888888888889,87,300,1,0,1,1,7,1,4.83333333333333,42,3,0,0,2,35062,3.46153846153846,0,2,1,0,2,4,0,2.14285714285714,0,0,57
1995,0.0127382663153369,1,3.77777777777778,-0.211556593067285,35.2,6,51.75,1.72727272727273,0.187297565862536,1,"8:44:39",1,1.4,2,1,0,0.5,3,1.778,4.33333333333333,74,302,1,0,2,2.77777777777778,7,0,3.16666666666667,14,3.27272727272727,0,0,1,31479,2.07692307692308,0,1,1,0,2,3,0,3.21428571428571,0,0,63.6363636363636
1991,0.645006714588432,0,3.22222222222222,0.515784803346453,36.15,6,51.75,2.36363636363636,0.188019467052072,1,"8:41:47",1,1.8,2,0,0,4,4,1.58,3.55555555555556,88,304,1,0,2,-2.22222222222222,4,0,5.5,24,2.45454545454545,0,0,2,31307,2.61538461538462,0,2,1,0,2,2,0,2.57142857142857,0,0,48
1995,-0.110470227956107,0,3.33333333333333,0.341913494969023,36.55,6,1.2931060791016,2.45454545454545,0.189411527942866,1,"11:00:15",1,3.2,2,0,0,0,4,1.59,5,71,306,1,0,2,26,4,0,3.33333333333333,18,2.81818181818182,0,0,2,39615,3.76923076923077,0,2,1,0,2,3,0,2.42857142857143,0,0,47
1995,0.461953240454526,0,3.55555555555556,-1.04082797813131,35.55,6,51.75,2.63636363636364,0.189967605285347,1,"8:20:15",1,2.4,2,1,0,4,3,1.6256,3.66666666666667,74,308,1,0,2,2.77777777777778,7,0,5.33333333333333,13,3.63636363636364,0,0,1,30015,3.30769230769231,0,2,1,0,2,3,0,3.21428571428571,0,0,57
1995,0.805342729384004,1,3,0.572088820790639,36.25,6,44.818603515625,2.27272727272727,0.190093562938273,1,"10:59:41",0,1.4,2,1,0,1,3,1.56,4.88888888888889,95,310,1,0,2,6,7,0,3.66666666666667,13,2.54545454545455,0,0,1,39581,3.07692307692308,1,2,1,0,2,3,0,3.21428571428571,0,0,50
1995,-0.235803592489783,0,2.88888888888889,-0.628090538774276,35.6666666666667,6,38.855697631836,2.45454545454545,0.191730543971062,1,"9:37:27",1,2.6,2,1,0,1,4,1.5748,4.11111111111111,37,312,1,0,2,17.7777777777778,7,0,6,16,2.27272727272727,0,0,1,34647,3.38461538461538,0,2,1,0,2,2,0,2.28571428571429,0,0,50
1994,-1.11843635434819,0,3.55555555555556,-1.2046916139985,36.1944444444444,8,37.557693481445,1.36363636363636,0.192394066601992,1,"10:30:31",1,1.6,2,1,0,0,5,1.5494,5,52,314,1,0,2,7.22222222222222,7,0,4.83333333333333,19,3.36363636363636,0,0,1,37831,4,0,2,1,0,2,2,0,2.57142857142857,0,0,54.5454545454545
1994,0.241660061863936,0,3.33333333333333,0.170522870681333,35.95,6,1.2931060791016,1.63636363636364,0.193439969792962,1,"9:50:39",1,2,2,0,0,2,4,1.67,3.88888888888889,70,316,1,0,2,26,6,0,5.66666666666667,33,3.63636363636364,0,0,2,35439,3.53846153846154,0,1,1,0,2,4,0,2.64285714285714,0,0,62
1991,-0.44005940086964,5,1.44444444444444,1.94310837676387,36.45,8,52.25,2.09090909090909,0.195476415101439,1,"10:07:31",0,2.2,2,0,0,38,3,1.93,4.11111111111111,72,318,1,0,2,2,5,0,6.2,11,1,1,0,2,36451,3.23076923076923,0,1,4,0,1,1,0,3.42857142857143,0,0,95
1992,0.0267993340073276,0,2.77777777777778,-0.412162849237382,36.55,6,50.149993896484,1.63636363636364,0.195983542595059,1,"11:10:17",0,3,2,0,1,0,3,1.61,4.88888888888889,99,320,1,0,2,-2,3,0,4.66666666666667,22,2.72727272727273,0,0,2,40217,3.23076923076923,0,2,1,0,2,1,0,2.57142857142857,0,0,57
1996,0.526800896759565,0,2.77777777777778,0.0549209421252847,35.9,9,51.316604614258,2.63636363636364,0.196644481271505,1,"10:49:37",0,2.2,2,0,1,0,4,1.87,3.88888888888889,48,322,1,0,2,11,7,0,3.66666666666667,42,2.18181818181818,0,0,2,38977,2.92307692307692,0,1,1,0,2,4,0,2.57142857142857,0,0,82
1991,0.621623948021952,0,3.22222222222222,-0.167190521838703,36.85,7,1.2931060791016,2.45454545454545,0.197617494966835,1,"9:12:23",1,3.6,2,1,0,0,4,1.83,4.66666666666667,71,324,1,0,2,26,1,0,5.5,12,3.18181818181818,0,0,1,33143,3.30769230769231,0,1,1,0,2,1,0,2.92857142857143,0,0,88
1994,0.618811957327633,0,2.33333333333333,0.00154008293792049,36.5,9,53.550003051758,2,0.198043039534241,1,"10:29:45",0,2.4,2,1,1,3,2,1.69,4.44444444444444,88,326,1,0,2,0,5,0,5.83333333333333,16,2.45454545454545,0,0,1,37785,3,0,2,1,0,2,3,0,3.35714285714286,0,0,71
1994,0.145550990858323,2,2.77777777777778,-0.543714663770792,36.55,8,39.911697387695,3.36363636363636,0.199383180122823,1,"11:08:15",0,2.2,2,1,0,1,4,1.68,5,69,328,2,0,1,6,7,0,6.5,12,2.18181818181818,0,0,1,40095,3.07692307692308,0,2,1,0,1,2,0,3.07142857142857,1,1,52
1996,0.816916149423573,0,3.88888888888889,0.410047471099705,36.45,7,39.911697387695,2.72727272727273,0.200716268271208,1,"10:24:44",0,1.6,2,0,0,0,4,1.58,4,64,330,2,0,2,6,5,0,6,28,4,0,0,2,37484,4.53846153846154,0,2,1,0,1,3,0,3.35714285714286,1,1,49
1983,-0.385422915799401,0,2.66666666666667,-0.378848444171109,36.7,8,52.516693115234,1.81818181818182,0.20319284312427,1,"10:55:28",0,1.8,2,1,1,1,2,1.83,4.33333333333333,80,332,1,0,2,7,7,0,4.16666666666667,24,1.81818181818182,0,0,1,39328,3.23076923076923,0,1,1,0,2,1,0,2.42857142857143,0,0,75
1968,0.298065923119023,0,1,0.351597499746395,35.5,4,51.75,1.36363636363636,0.204952218104154,1,"8:49:51",1,3.4,2,1,0,0,2,1.73,1.77777777777778,71,334,1,0,2,1.66666666666667,7,0,1,4,1,0,0,1,31791,3.69230769230769,0,1,1,0,2,0,0,2.85714285714286,0,0,76.3636363636364
1987,-0.940357688473693,0,2.33333333333333,-0.0658526334954488,36.65,6,51.75,2.72727272727273,0.206008253619075,1,"8:08:41",1,3.8,2,0,0,3,3,1.64,3.66666666666667,88,336,1,0,2,-2.22222222222222,5,0,4.66666666666667,24,1.18181818181818,0,0,2,29321,3.15384615384615,0,2,1,0,2,1,0,3,0,0,60
1975,-1.04711805052619,2,1.22222222222222,0.654118759099939,36.95,10,53.416702270508,1,0.207069368567318,1,"10:08:56",0,1.8,2,1,0,4,4,1.73,4.11111111111111,67,338,1,0,2,1,6,0,4.6,31,1.54545454545455,1,0,1,36536,4.15384615384615,0,2,1,0,1,2,0,1.85714285714286,0,0,74
1996,-0.780141746740495,0,3,-0.393706763727865,36.75,7,39.911697387695,2.45454545454545,0.207592549733818,1,"10:17:55",0,2.2,2,1,0,2,4,1.85,4.77777777777778,70,340,2,0,3,3,5,0,7,38,2.27272727272727,0,0,1,37075,3.61538461538462,0,1,1,0,2,4,0,2.5,1,1,67
1977,-0.254308796419565,0,2,-0.616708663210559,36.4,11,52.416702270508,1.72727272727273,0.209892055019736,1,"9:59:24",0,1.8,2,1,0,3,3,1.87,4.77777777777778,74,342,1,0,2,-5,7,0,2.4,68,1.63636363636364,1,0,1,35964,3.53846153846154,0,1,1,0,2,4,0,2.85714285714286,0,0,105
1996,0.677174685671005,0,3.55555555555556,-0.348266398569608,37.0555555555556,7,34.4329071,2.54545454545455,0.210760204587132,1,"11:00:00",1,2,2,1,0,2,3,1.5748,3.44444444444444,58,346,1,0,1,10,7,0,5.33333333333333,18,3.72727272727273,0,0,1,39600,3.07692307692308,0,2,1,0,2,2,0,3.35714285714286,0,0,54.5454545454545
1968,0.130223717482563,1,2.33333333333333,0.479055123570648,36.35,10,49.649993896484,1.63636363636364,0.211146280169487,1,"10:59:30",0,2.2,2,1,1,8,4,1.63,4.55555555555556,90,348,1,0,2,1,6,0,2.5,46,2.81818181818182,0,0,1,39570,3.46153846153846,0,2,1,0,2,5,0,2.42857142857143,0,0,66
1996,0.302715606421277,0,1.33333333333333,-0.365666677806689,36.425,6,44.818603515625,3,0.213098410051316,1,"10:56:04",0,3.2,2,0,0,0,3,1.73,4.55555555555556,75,350,1,0,2,4,7,0,4,17,2.27272727272727,0,0,2,39364,3.84615384615385,1,2,1,0,2,2,0,3.35714285714286,0,0,54
1995,-1.02079857122932,0,1.88888888888889,1.08750724639584,36.6388888888889,8,37.130004882812,1.36363636363636,0.219027747865766,1,"11:06:35",1,1.8,2,0,0,1,5,1.6764,4.88888888888889,87,354,1,0,2,13.8888888888889,4,0,4.33333333333333,33,2.81818181818182,0,0,2,39995,2.38461538461538,0,2,3,0,2,4,0,3.5,0,0,72.7272727272727
1993,0.466904525353431,0,3.55555555555556,0.313553470340846,36.35,6,39.911697387695,3.09090909090909,0.219685148913413,2,"11:05:21",0,1.6,2,0,0,10,3,1.83,4.11111111111111,62,356,2,0,1,5,7,0,5.16666666666667,19,3.27272727272727,0,0,2,39921,2.84615384615385,0,1,1,0,2,3,0,3.07142857142857,1,1,70
1948,-0.768958701943911,0,2.55555555555556,-0.649742900967187,35.95,7,51.75,2.54545454545455,0.221420639660209,1,"9:12:23",1,2.4,2,1,0,3,2,1.5748,4.44444444444444,88,358,1,0,1,-2.22222222222222,7,0,4.5,27,1.36363636363636,0,0,1,33143,3.07692307692308,0,2,1,0,2,3,0,2.35714285714286,0,0,79
1979,-0.281793128603722,3,4.11111111111111,1.27952862623318,36.75,10,52.25,2.18181818181818,0.223257943522185,1,"11:42:31",0,2,2,1,0,13,2,1.62,3.33333333333333,88,360,1,0,2,0,7,0,6.8,29,4.27272727272727,1,0,1,42151,2.30769230769231,0,2,1,0,2,3,0,3.71428571428571,0,0,54
1992,-0.722572573461344,1,2.77777777777778,0.304137949319826,35.65,8,39.928894042969,1.81818181818182,0.223782208748162,1,"9:41:21",0,1.6,2,0,0,2,2,1.69,3.88888888888889,22,362,3,1,2,8,7,0,3.5,16,2.72727272727273,0,0,2,34881,3.53846153846154,0,1,1,1,2,2,0,2.64285714285714,0,0,68
1996,0.830693743251064,0,3.33333333333333,-0.274797441354764,37.15,7,1.2931060791016,3.54545454545455,0.224936339072883,1,"10:23:18",1,2.4,2,0,0,1,2,1.77,4.55555555555556,70,364,1,0,2,26,1,0,6.5,21,3.27272727272727,0,0,2,37398,2.76923076923077,0,1,1,0,2,4,0,3,0,0,76
1995,-0.78425276806219,4,3,-1.21464943868177,36.3,8,51.75,2.36363636363636,0.225411320105195,1,"7:19:46",1,1.8,2,1,0,0,3,1.75,4.22222222222222,88,366,1,0,2,-2.22222222222222,7,0,4.16666666666667,23,2.45454545454545,0,0,1,26386,2.69230769230769,0,2,1,0,2,4,0,2.57142857142857,0,0,66
1995,-0.285709662041733,2,2.33333333333333,0.205779340774012,36.95,9,52.25,2.36363636363636,0.226327059324831,1,"11:18:25",0,2.2,2,0,0,6,2,1.75,4.77777777777778,68,370,1,0,1,0,6,0,3,50,2.27272727272727,1,0,2,40705,3.07692307692308,0,2,1,0,2,2,0,2.42857142857143,0,0,80
1995,-0.221228927873232,8,2.66666666666667,0.272443390197215,36.35,7,45.251693725586,2.90909090909091,0.226897758431733,1,"11:45:14",0,2.4,2,1,0,8,5,1.8,4.66666666666667,44,372,1,0,2,12,7,0,3.83333333333333,15,3.18181818181818,0,0,1,42314,3.84615384615385,1,2,1,0,2,3,0,2.35714285714286,0,0,62
1992,1.9497068316292,0,3.66666666666667,1.31356951896767,36.6944444444444,7,37.553802490234,3.63636363636364,0.227685018442571,1,"9:38:14",1,2.8,2,0,0,0,3,1.6764,3,68,374,1,0,1,8.88888888888889,7,0,1.16666666666667,12,2.90909090909091,0,0,2,34694,2.92307692307692,0,2,1,0,2,1,0,3.28571428571429,0,0,109.090909090909
1996,-0.591575239849298,0,4,-0.283239324678994,36.7,9,39.928894042969,2.36363636363636,0.234213336836547,1,"11:10:16",0,2.6,2,0,0,8,3,1.53,5,21,382,3,1,2,11,7,0,5.83333333333333,49,3.81818181818182,0,0,2,40216,2.38461538461538,0,2,1,1,2,5,0,3.57142857142857,0,0,55
1994,0.953897558447797,0,3.22222222222222,0.0401153377693337,36.1861111111111,7,37.552200317383,3.81818181818182,0.236142608802766,1,"11:41:21",1,2.8,2,0,0,4,3,1.7272,3.55555555555556,91,384,1,0,1,14.4444444444444,4,0,6.16666666666667,14,3.09090909090909,0,0,2,42081,2.92307692307692,0,1,3,0,1,1,0,2.85714285714286,0,0,56.8181818181818
1994,0.270813096772376,0,3.11111111111111,0.52017069056621,36.75,9,30.580093383789,2,0.23646428855136,1,"11:30:15",0,2,2,1,0,13,3,1.81,2.44444444444444,86,386,3,1,2,19,7,0,1.16666666666667,12,2.81818181818182,0,0,1,41415,2.23076923076923,0,1,1,1,2,1,0,3.64285714285714,0,0,75
1967,0.92549353370931,2,3.22222222222222,0.87513784137881,35.85,8,51.75,2.36363636363636,0.236901428550482,1,"9:00:57",1,2.2,2,0,0,0,3,1.67,3.44444444444444,88,388,1,0,2,-2.22222222222222,6,0,1.5,43,1.81818181818182,0,0,2,32457,3.46153846153846,0,2,1,0,2,2,0,2.5,0,0,67
1972,0.314160145087342,0,2.88888888888889,-0.0535540165132102,36.5,8,38.716705322266,2.45454545454545,0.238126394804567,1,"11:06:20",0,3.4,2,1,0,0,4,1.64,3.22222222222222,75,390,1,0,2,11,2,0,5.5,26,2.54545454545455,0,1,1,39980,3.76923076923077,0,1,1,0,2,1,0,2.78571428571429,0,0,66
1996,0.128323622794181,1,1.88888888888889,0.0168736488343062,36.6,6,44.818603515625,1.18181818181818,0.241416541393846,1,"10:27:13",0,2,2,0,0,2,4,1.64,3.77777777777778,44,392,1,0,2,12,7,0,5.33333333333333,12,2.36363636363636,0,0,2,37633,3.53846153846154,1,2,1,0,1,2,0,2.92857142857143,0,0,50
1993,-1.53589231221166,0,2.11111111111111,-1.45958901869893,36.65,8,1.2931060791016,1,0.24341336498037,1,"10:23:26",1,2.6,2,1,0,0,4,1.8,5,70,394,1,0,2,26,7,0,5.5,27,2.09090909090909,0,0,1,37406,3.23076923076923,0,1,1,0,2,4,0,2.57142857142857,0,0,76
1993,1.36886904981843,6,3.77777777777778,-0.297636463047567,36.3611111111111,7,37.552200317383,1.81818181818182,0.245572715066373,1,"9:58:37",1,1.8,2,0,0,14,3,1.651,3.55555555555556,64,396,1,0,1,10.5555555555556,7,0,2.66666666666667,20,3.63636363636364,0,0,2,35917,2.38461538461538,0,2,1,0,2,1,0,3.28571428571429,0,0,50
1990,1.16398608732354,4,4.11111111111111,-1.01911554804801,36.55,8,39.928894042969,3,0.249508562497795,1,"9:23:52",0,2.2,2,0,0,4,3,1.77,2.66666666666667,51,398,3,1,2,7,7,0,6.83333333333333,16,4,0,0,2,33832,3.61538461538462,0,1,1,1,2,0,0,3.35714285714286,0,0,70
1994,0.0659567675839529,0,3.22222222222222,0.7320078396124,36.4,9,30.580093383789,3.27272727272727,0.252504809293896,1,"10:46:01",0,3.4,2,0,0,4,2,1.82,3.88888888888889,74,402,3,1,2,16,7,0,6,14,3.54545454545455,0,0,2,38761,3.23076923076923,0,1,1,1,2,1,0,3.85714285714286,0,0,72
