"age","anxi","artgluctot","attachphone","avoid","cbt","csi","DEQ","DIDF","draw","eatdrink","endtime","eng","EOT","exercise","filter_.","german","gluctot","health","heightm","home","humid","id","langfamily","mand","meds","mintemp","monog","norweg","nostalgia","nwsize","onlineid","pol","portuguese","romantic","seconds","selfc","serb","sex","sexpref","sinod","smoke","socialembedded","spanish","stress","turk","urald","weight"
1996,0.724169207177878,0,3.55555555555556,-0.188539992575802,36.2,7,39.911697387695,3.63636363636364,0.0451655802316964,1,"10:57:45",0,1.6,2,1,0,0,4,1.63,4.44444444444444,64,70,2,0,2,6,6,0,5,7,2.45454545454545,0,0,1,39465,2.84615384615385,0,2,1,0,1,1,0,3,1,1,49
1995,-0.172252409866322,0,2.22222222222222,-0.270939415736779,36.75,6,44.818603515625,3.18181818181818,0.045581366866827,1,"10:18:50",0,2.4,2,0,0,0,3,1.77,4.88888888888889,58,72,1,0,2,4,7,0,3.66666666666667,16,2.90909090909091,0,0,2,37130,3.92307692307692,1,2,1,0,2,3,0,2.92857142857143,0,0,63
1994,-0.170621271121862,10,3.44444444444444,0.638177665783166,35.9,7,39.911697387695,1.72727272727273,0.0457186158746481,1,"9:41:30",0,3.2,2,0,0,0,5,1.76,3.11111111111111,56,74,2,0,2,4,6,0,5.33333333333333,22,2.81818181818182,0,0,2,34890,4.23076923076923,0,1,1,0,2,3,0,2.28571428571429,1,1,75
1990,-1.20289249470502,0,2.22222222222222,-0.761387319361563,35.4,6,51.75,2,0.0479127573780715,1,"8:08:54",1,3,2,1,0,3,5,1.8542,4.44444444444444,71,76,1,0,2,1.66666666666667,7,0,2.16666666666667,10,1.45454545454545,0,0,1,29334,3.61538461538462,0,1,1,0,2,2,0,2.07142857142857,0,0,75
1990,-0.959183199946852,0,3.33333333333333,-0.348567563342278,36.35,7,1.2931060791016,2.45454545454545,0.048826526850462,1,"10:14:50",1,2,2,1,0,1,5,1.73,4.22222222222222,70,78,1,0,2,27,7,0,2,13,1.27272727272727,0,0,1,36890,3.30769230769231,0,1,1,0,2,1,0,2,0,0,65
1987,-0.285398096328646,12,2,0.943886143383959,36,10,53.416702270508,2.45454545454545,0.0503150783479214,1,"20:24:17",0,2.6,2,1,0,10,3,1.68,4.22222222222222,87,80,1,0,2,4,6,0,5.2,47,2.36363636363636,1,0,1,73457,3.53846153846154,0,2,1,0,2,3,0,2.85714285714286,0,0,60
1993,-0.272019206000598,0,2.77777777777778,0.269573114891444,35.6,7,39.911697387695,2.45454545454545,0.0510626803152263,1,"11:23:30",0,2,2,1,0,1,3,1.58,5,56,82,2,0,2,4,3,0,3.66666666666667,16,3.54545454545455,0,0,1,41010,2.61538461538462,0,2,1,0,2,3,0,2.78571428571429,1,1,80
1992,-0.446908833068115,0,2.11111111111111,-0.360519300912812,35.8,7,51.75,2.72727272727273,0.0528108975850046,1,"8:52:59",1,2,2,1,0,0,4,1.6637,3,88,88,1,0,2,-2.22222222222222,7,0,3.83333333333333,27,3.54545454545455,0,0,1,31979,3.07692307692308,0,2,3,0,2,1,0,3.35714285714286,0,0,55
1996,-0.64189374206752,0,3.22222222222222,1.84906092116179,35.05,6,39.911697387695,2.27272727272727,0.0530477450229228,1,"10:23:03",0,3,2,0,0,9,3,1.65,3.33333333333333,64,90,2,0,1,2,6,0,4.16666666666667,21,3,0,0,2,37383,3.15384615384615,0,2,1,0,2,3,0,2.71428571428571,1,1,50
1982,0.235941366245161,1,2.77777777777778,-0.295683315977897,36.3,8,33.449996948242,2.18181818181818,0.0543541884981096,1,"11:54:39",0,3,2,1,0,0,3,1.67,4.55555555555556,79,92,1,0,2,2,7,0,3,19,2.45454545454545,0,0,1,42879,2.92307692307692,0,2,1,0,2,1,1,3.28571428571429,0,0,66
1995,-1.02555837310565,0,3.88888888888889,0.186894891641544,36.7,9,30.580093383789,2.54545454545455,0.0551829524338245,1,"10:55:15",0,1.8,2,1,0,6,4,1.6,4.66666666666667,66,94,3,1,2,13,5,0,3.16666666666667,25,3.09090909090909,0,0,1,39315,3.69230769230769,0,2,1,1,2,1,0,2.64285714285714,0,0,53
1996,-0.369993682666363,0,3.22222222222222,-0.0595239740026637,36.85,6,44.818603515625,2.36363636363636,0.0585871273651719,1,"11:25:43",0,1.6,2,1,0,0,4,1.65,3.77777777777778,75,96,1,0,2,4,1,0,5,12,2.45454545454545,0,0,1,41143,2.84615384615385,1,2,1,0,2,2,0,3,0,0,53
1996,0.395562480563655,0,3.77777777777778,0.376319378722324,36.3,7,51.316696166992,2.90909090909091,0.0599201214499772,1,"10:07:02",0,2.4,2,0,1,1,4,1.68,4.44444444444444,62,98,1,0,2,7,4,0,3,17,3.18181818181818,0,0,2,36422,3.15384615384615,0,2,1,0,2,3,0,2.71428571428571,0,0,64
1959,-0.93922853821595,0,1.55555555555556,-0.808472749107419,36,8,47.166107177734,1.09090909090909,0.0602491390891373,1,"10:45:44",0,2.8,2,1,1,0,5,1.64,4.22222222222222,75,100,1,0,2,8,7,0,2.16666666666667,25,2.54545454545455,0,0,1,38744,4.38461538461539,0,2,1,0,2,2,0,1.64285714285714,0,0,59
1996,0.182775100410283,0,2.33333333333333,0.655265749794623,36.05,6,1.2931060791016,3,0.061022637411952,2,"10:56:53",1,3,2,0,0,1,3,1.91,3.33333333333333,70,102,1,0,2,27,5,0,2.66666666666667,11,2.81818181818182,0,0,2,39413,3.38461538461538,0,1,1,0,2,2,0,3,0,0,88
1991,-0.438252717050384,0,2.11111111111111,0.201874141837218,35.6,6,47.39990234375,2.36363636363636,0.0626099980436265,1,"10:56:22",0,2.4,2,1,1,0,2,1.8,4.44444444444444,88,106,1,0,2,7,6,0,4.66666666666667,14,2.27272727272727,0,0,1,39382,3.46153846153846,0,2,1,0,2,1,0,2.71428571428571,0,0,90
1991,0.0761817264444146,15,1.44444444444444,0.295195559973888,36.88,8,51.100006103516,3.18181818181818,0.0639812108129263,1,"10:14:52",0,1.8,2,0,0,19,2,1.65,3.77777777777778,68,108,1,0,2,-2,6,0,3.6,25,2.36363636363636,1,0,2,36892,2.07692307692308,0,2,1,0,2,3,0,3.57142857142857,0,0,54
1985,0.653679759673971,16,2.88888888888889,-0.05378402904811,36.65,9,51.287796020508,2.36363636363636,0.0648905830457807,1,"10:44:47",0,2.6,2,1,1,0,3,1.86,4.22222222222222,65,110,1,0,2,5,2,0,6.16666666666667,26,2.27272727272727,0,0,1,38687,2.84615384615385,0,1,3,0,1,2,0,3,0,0,96
1972,0.400823083421442,40,3.77777777777778,-0.171720372365701,36.65,7,51.75,3,0.0651501980610192,1,"8:56:11",1,2.8,2,0,0,21,1,1.6256,4,74,112,1,0,1,2.77777777777778,6,0,2,28,1.36363636363636,0,0,2,32171,3.46153846153846,0,2,1,0,2,2,0,3,0,0,53.1818181818182
1995,-1.26772322856113,0,3.55555555555556,-1.26358288005036,36.7222222222222,8,37.552200317383,2,0.0663588503375649,1,"10:48:00",1,2.2,2,1,0,30,5,1.651,4.11111111111111,94,114,1,0,1,13.3333333333333,7,0,4.83333333333333,25,2.81818181818182,0,0,1,38880,4.61538461538461,0,2,1,0,2,1,0,2.42857142857143,0,0,47.7272727272727
1995,1.04895093285556,0,3.66666666666667,-0.117556214589166,36.15,8,1.2931060791016,3.90909090909091,0.0718449098058045,1,"9:38:17",1,2.4,2,1,0,2,3,1.57,3,70,118,1,0,2,26,4,0,4,24,3.36363636363636,0,0,1,34697,3.30769230769231,0,2,1,0,2,3,0,3.78571428571429,0,0,47
1994,0.5533926580402,0,3.77777777777778,0.0265576871433341,37.1,9,30.666702270508,2.72727272727273,0.0740957059897482,1,"10:09:18",0,3.6,2,1,0,1,3,1.62,4.44444444444444,70,120,3,1,2,14,6,0,3.5,16,4,0,0,1,36558,3.07692307692308,0,2,1,1,2,1,0,3.57142857142857,0,0,51
1973,-0.22013303247635,2.5,3.77777777777778,0.268234854886476,36.7,9,54.360794067383,2.90909090909091,0.0762332477606833,1,"9:48:59",0,1.4,2,1,0,1.5,3,1.72,4.11111111111111,80,122,1,0,2,6,4,0,3,20,2.54545454545455,1,0,1,35339,2.61538461538462,0,2,1,0,2,1,0,2.21428571428571,0,0,72
1995,0.0621480728741218,2,3,0.0871497614868677,36.2,6,45.360595703125,2.18181818181818,0.0802025478333235,1,"11:36:45",0,2,2,1,0,0,3,1.59,4.55555555555556,44,126,1,0,2,12,6,0,4.83333333333333,13,3.27272727272727,0,0,1,41805,3,1,2,1,0,1,2,0,3.21428571428571,0,0,50
1995,0.118636955806784,1,3.55555555555556,1.33111975385088,36.15,6,59.912704467773,1.72727272727273,0.0806613424792886,1,"10:58:19",0,2,2,0,0,2,2,1.75,3.55555555555556,78,128,1,0,2,-1,6,1,3.83333333333333,13,3.36363636363636,0,0,2,39499,2.84615384615385,0,2,1,0,2,3,0,3,0,0,60
1994,0.179855145919859,0,2.88888888888889,0.458561891710332,36.15,6,39.911697387695,2.63636363636364,0.0834227381274104,1,"10:15:53",0,3.2,2,0,0,0,3,1.66,5,64,132,2,0,2,6,6,0,4.66666666666667,12,3.36363636363636,0,0,2,36953,3.15384615384615,0,2,1,0,1,3,0,2.92857142857143,1,1,67
1991,-0.745623822841534,0,3.22222222222222,-1.20172185096784,36.4444444444444,6,37.552200317383,3.09090909090909,0.0880386186763644,1,"10:38:50",1,1.8,2,1,0,1,3,1.6256,3.33333333333333,91,136,1,0,3,14.4444444444444,5,0,5.16666666666667,12,3.18181818181818,0,0,1,38330,2.76923076923077,0,2,1,0,2,1,0,2.71428571428571,0,0,57.7272727272727
1981,-0.367618611866147,0,2.55555555555556,-0.630431125597262,36.65,7,33.449996948242,2.09090909090909,0.0917530329898,1,"11:23:31",0,2,2,1,0,1,4,1.6,4.44444444444444,74,140,1,0,2,6,7,0,2,27,3.09090909090909,0,0,1,41011,3.38461538461538,0,2,1,0,1,2,1,2.35714285714286,0,0,58
1996,-0.558022049626872,0,4.22222222222222,-0.222533338405449,36.5555555555556,6,34.4329071,2.09090909090909,0.092597842682153,1,"11:32:00",1,2.8,2,0,0,2,5,1.5494,4.33333333333333,55,142,1,0,1,10.5555555555556,1,0,5.33333333333333,10,2.72727272727273,0,0,2,41520,1.76923076923077,0,1,1,0,1,2,0,2.28571428571429,0,0,77.2727272727273
1982,0.265213120147111,0,2.44444444444444,1.00172913259766,36.55,7,51.75,2.36363636363636,0.0957386111840606,1,"9:01:37",1,2.4,2,0,0,0,4,1.7272,3.55555555555556,71,146,1,0,1,1.66666666666667,2,0,4,21,1,0,0,2,32497,3.15384615384615,0,2,1,0,2,3,0,2,0,0,63.6363636363636
1994,0.432372351769885,0,1.77777777777778,0.602476181845194,36.9194444444444,9,37.553802490234,2.81818181818182,0.0959787215106189,1,"10:57:04",1,2.6,2,0,0,0,4,1.5494,4,91,148,1,0,2,14.4444444444444,7,0,4,17,2.09090909090909,0,0,2,39424,4.15384615384615,0,2,1,0,2,1,0,2.57142857142857,0,0,59.0909090909091
1994,-0.397368313131681,0,3.66666666666667,0.0617257958826458,36.45,8,39.911697387695,3.09090909090909,0.0974804842844605,1,"11:20:39",0,3.4,2,0,0,5,3,1.56,2.22222222222222,64,150,2,0,2,6,6,0,2.66666666666667,37,2.90909090909091,0,0,2,40839,3.07692307692308,0,2,2,0,1,4,0,2.5,1,1,48
1995,0.178196390145764,0,3.55555555555556,0.0619275383491785,36.1111111111111,7,36.429000854492,3.90909090909091,0.098285170737654,1,"10:56:36",1,2.6,2,0,0,36,5,1.6256,4.66666666666667,89,152,1,0,2,11.6666666666667,7,0,4.83333333333333,23,3.45454545454545,0,0,2,39396,3.84615384615385,0,2,1,0,2,3,0,4.21428571428571,0,0,65
1994,1.29570722596083,0,4.44444444444444,0.47118232963955,36.7,5,49.007797241211,4.45454545454545,0.100155196618289,1,"12:04:36",0,1.8,2,0,1,21,2,1.72,2.33333333333333,88,156,1,0,1,10,7,0,5,10,4,0,0,2,43476,1.84615384615385,0,2,1,0,2,1,0,4.21428571428571,0,0,93
1994,-0.100307884641308,2,2,0.132473335483281,36.6,7,39.911697387695,2.81818181818182,0.101001831237227,1,"9:50:48",0,2.8,2,1,0,3,3,1.71,3.66666666666667,78,158,2,0,2,8,7,0,3.83333333333333,17,2.90909090909091,0,0,1,35448,3.76923076923077,0,1,1,0,2,2,0,2.71428571428571,1,1,71
1996,0.516940743818053,0,4.22222222222222,1.23827606859292,36.1,6,51.75,2.63636363636364,0.103201693389565,1,"8:25:57",1,3,2,0,0,2,3,1.6764,3.22222222222222,89,162,1,0,2,-1.66666666666667,6,0,5.16666666666667,19,3.90909090909091,0,0,2,30357,2.84615384615385,0,2,1,0,1,3,0,3.21428571428571,0,0,65
1994,0.677938127832995,2,3.66666666666667,-0.591073743945503,36.05,7,51.316696166992,1.72727272727273,0.104158793576062,1,"8:45:51",0,1.8,2,1,1,6,4,1.77,4.33333333333333,54,164,1,0,2,1,7,0,3.5,16,3.63636363636364,0,0,1,31551,3,0,2,1,0,2,3,0,2.78571428571429,0,0,62
1975,-0.553151016967597,0,3.22222222222222,0.516481539441019,36.25,8,37.444900512695,2.27272727272727,0.10692704282701,1,"10:00:50",1,1.8,2,1,0,14,2,1.8034,4.11111111111111,91,168,1,0,2,14.4444444444444,7,0,4.83333333333333,25,2.90909090909091,0,0,1,36050,2.61538461538462,0,1,1,0,2,1,0,3.14285714285714,0,0,159.090909090909
1976,0.456961964278079,0,3.77777777777778,-0.422547384038855,35.75,6,51.75,2.45454545454545,0.107714479789138,1,"7:52:44",1,2.4,2,0,0,4,5,1.8542,4.44444444444444,74,170,1,0,2,2.77777777777778,3,0,6.33333333333333,35,4,0,0,2,28364,3.38461538461538,0,1,1,0,2,2,0,2.21428571428571,0,0,90
1983,-0.343992951711757,0,2.77777777777778,-0.292342574826197,35.7,8,39.911697387695,2.18181818181818,0.107835283968598,1,"10:45:40",0,1.8,2,1,0,0,4,1.63,5,0,172,2,0,1,3,7,0,5,27,3.27272727272727,0,0,1,38740,3.15384615384615,0,2,1,0,2,2,0,3.07142857142857,1,1,58
1995,0.145605132334317,0,3.33333333333333,0.730077588816769,37,8,30.666702270508,3,0.11075664171949,1,"11:01:04",0,3,2,0,0,1,2,1.63,3.88888888888889,83,174,3,1,2,17,7,0,5.33333333333333,13,3.18181818181818,0,0,2,39664,2.69230769230769,0,2,1,1,2,2,0,3.21428571428571,0,0,55
1963,0.474509851873558,0,1.66666666666667,0.834087212703273,36.45,6,51.75,1.72727272727273,0.117283201776445,1,"9:09:16",1,2.4,1,0,0,0,4,1.5,3.88888888888889,74,178,1,0,2,2.77777777777778,5,0,4.83333333333333,24,2.81818181818182,0,0,2,32956,3.30769230769231,0,2,1,0,2,1,0,2.71428571428571,0,0,46
1992,-0.0472106883379812,0,1.22222222222222,-0.350335313963239,36.65,6,44.818603515625,2.27272727272727,0.118302968330681,1,"10:19:07",0,3,2,0,0,2,2,1.68,3.55555555555556,71,180,1,0,2,8,5,0,3.83333333333333,17,1.54545454545455,0,0,2,37147,3.15384615384615,1,2,2,0,2,2,0,3.07142857142857,0,0,62
1994,0.659253762412452,0,2.88888888888889,1.09677670295486,35.75,6,59.912704467773,3.45454545454545,0.118615496437997,1,"10:30:01",0,2.6,2,0,0,1,3,1.8,3.66666666666667,95,182,1,0,2,1,4,1,4.16666666666667,16,2.72727272727273,0,0,2,37801,2.92307692307692,0,1,1,0,2,3,0,2.92857142857143,0,0,68
1993,1.24481783967321,0,1.88888888888889,-0.746846588368869,36.9,8,54.583297729492,3.09090909090909,0.119031531270593,1,"20:14:32",0,2.4,2,0,0,4,3,1.83,3.22222222222222,81,184,1,0,1,-3,3,0,3.8,21,3.18181818181818,1,0,2,72872,2.84615384615385,0,1,1,0,2,2,0,3.78571428571429,0,0,85
1994,1.52742729367452,42,4,1.09014444764521,36.55,10,53.127105712891,4.36363636363636,0.119693788699806,1,"11:28:07",0,2.8,2,1,0,36,4,1.69,4.22222222222222,70,186,1,0,2,-3,7,0,5.4,32,4,1,0,1,41287,3.15384615384615,0,2,1,0,1,4,0,3.14285714285714,0,0,80
1990,0.687979906259237,14,2.88888888888889,0.00932131569901416,36.8055555555556,8,37.557693481445,3,0.119992818217725,1,"11:26:13",1,2,2,1,0,0,3,1.651,3.55555555555556,94,188,1,0,1,13.3333333333333,7,0,5.5,19,2.90909090909091,0,0,1,41173,2.69230769230769,0,2,1,0,1,3,0,3.42857142857143,0,0,86.3636363636364
1996,0.441283013521885,0,1.22222222222222,-0.651209994951616,36.9,5,44.818603515625,1.09090909090909,0.120689022354782,1,"11:26:18",0,1.6,2,0,0,5,4,1.72,2.77777777777778,56,190,1,0,2,6,4,0,6.33333333333333,22,2.18181818181818,0,0,2,41178,2.76923076923077,1,2,3,0,2,1,0,2.28571428571429,0,0,63
1985,-0.222722942801734,2,1.88888888888889,0.351984341941682,36.45,8,54.5,1.90909090909091,0.121438634581864,1,"10:45:35",0,2.8,2,0,0,7,4,1.58,4.77777777777778,85,192,1,0,2,0,6,0,1,55,2,1,0,2,38735,4.15384615384615,0,2,1,0,1,3,0,2.35714285714286,0,0,42
1971,-0.142462732152829,2,3.55555555555556,-0.115421775744134,36.5,11,52.066696166992,2,0.123560035601258,1,"9:43:07",0,2.2,2,1,0,24,3,1.7,4,75,196,1,0,2,0,7,0,2.4,24,3.18181818181818,1,0,1,34987,2.69230769230769,0,2,1,0,2,3,0,3.07142857142857,0,0,65
1980,-0.744038418603168,0,1.44444444444444,-0.522611622486701,36.45,7,38.716705322266,1.45454545454545,0.12473544664681,1,"11:39:53",0,2.8,2,1,0,13,4,1.82,4.22222222222222,73,198,1,0,2,13,6,0,5.5,25,1.63636363636364,0,1,1,41993,4.30769230769231,0,1,1,0,2,1,0,2.21428571428571,0,0,85
1991,0.404811750248666,0,3.44444444444444,-0.502403323558117,36.75,9,39.928894042969,2.81818181818182,0.125422310549766,1,"10:45:28",0,2,2,1,0,0,2,1.67,3.33333333333333,22,200,3,1,2,8,7,0,5,17,2.36363636363636,0,0,1,38728,2,0,2,1,1,2,1,0,3.21428571428571,0,0,52
1995,0.246149641526532,4,2.11111111111111,0.517149657557227,36.6,7,39.911697387695,2.81818181818182,0.126744689885527,1,"11:21:24",0,2.8,2,1,0,10,2,1.6,3.33333333333333,66,202,2,0,2,5,6,0,5.66666666666667,27,2.90909090909091,0,0,1,40884,2.92307692307692,0,2,1,0,1,3,0,2.71428571428571,1,1,51
