"generator_index","generator_sample_index","bic_diff_mean","bic_a0_mean","bic_a1_mean","mse_diff_mean","mse_a0_mean","mse_a1_mean","mse_diff_uniform_x_mean","mse_a0_uniform_x_mean","mse_a1_uniform_x_mean","nknots_diff_mean","n_mean","bic_diff_median","bic_a0_median","bic_a1_median","mse_diff_median","mse_a0_median","mse_a1_median","mse_diff_uniform_x_median","mse_a0_uniform_x_median","mse_a1_uniform_x_median","nknots_diff_median","n_median","bic_diff_mode","bic_a0_mode","bic_a1_mode","mse_diff_mode","mse_a0_mode","mse_a1_mode","mse_diff_uniform_x_mode","mse_a0_uniform_x_mode","mse_a1_uniform_x_mode","nknots_diff_mode","n_mode","bic_diff_sd","bic_a0_sd","bic_a1_sd","mse_diff_sd","mse_a0_sd","mse_a1_sd","mse_diff_uniform_x_sd","mse_a0_uniform_x_sd","mse_a1_uniform_x_sd","nknots_diff_sd","n_sd"
"1","1",23.9384717334557,-298.865259168883,-322.803730902339,0.00110932357216021,0.0016868702352663,0.000577546663106087,0.00505301849374836,0.00724867906291617,0.00219566056916782,0.135,200,20.1749067433012,-298.609565590126,-323.181274538311,0.00101479896784818,0.00163255686577521,0.000531190895375158,0.00406942888798338,0.00615520001649442,0.00171150473938148,1,200,0,NA,NA,0,NA,NA,0,NA,NA,1,200,21.1922076511311,28.6107795785387,20.2032088262824,0.000953741443318544,0.000967962946596125,0.000269241119926853,0.00500755566357259,0.00548605065713191,0.00196938717570721,0.985714545813922,0
