"generator_index","generator_sample_index","m","n","gen_fn","bic_a1","nknots_a1","p_a1","bic_a2","nknots_a2","p_a2","bic_diff","nknots_diff","p_diff"
"1","1",2000,250,"Gaussians",-391.687375015165,3,0.000309329870303742,-394.23980164612,3,0.00118440684540185,2.55242663095436,0,-0.000875076975098108
"1","1",2000,250,"Gaussians",-408.128740885,3,0.00100030591597933,-412.886375055288,3,0.000533451962656961,4.75763417028764,0,0.000466853953322371
"1","1",2000,250,"Gaussians",-343.684708978933,3,0.00216102364265122,-410.369707619027,3,0.000486752015323051,66.684998640094,0,0.00167427162732817
"1","1",2000,250,"Gaussians",-360.458561617388,3,0.00366551350882965,-423.424803214275,3,0.000500243425037212,62.9662415968872,0,0.00316527008379244
"1","1",2000,250,"Gaussians",-381.414278063389,3,0.00104616541325556,-381.414278063389,3,0.00104616541325557,0,0,-7.37257477290143e-18
"1","1",2000,250,"Gaussians",-379.478906628519,3,0.00102488831970104,-385.001592799067,3,0.00114815554069072,5.52268617054818,0,-0.000123267220989685
"1","1",2000,250,"Gaussians",-332.138263696119,3,0.00275833438474945,-400.747205803252,3,0.000130871084077172,68.6089421071327,0,0.00262746330067227
"1","1",2000,250,"Gaussians",-335.569976861822,3,0.00529824004917747,-409.030381346025,3,0.000633710242375458,73.4604044842028,0,0.00466452980680201
"1","1",2000,250,"Gaussians",-346.872395927524,3,0.00197750386392473,-373.599329010163,3,0.00154794583641414,26.7269330826385,0,0.00042955802751059
"1","1",2000,250,"Gaussians",-403.054869972498,3,0.00104662149953482,-430.565799991425,3,0.000257615436470372,27.5109300189276,0,0.000789006063064452
"1","1",2000,250,"Gaussians",-362.689600730858,3,0.000609618942964228,-362.689600730858,3,0.00060961894296421,3.41060513164848e-13,0,1.81061762805079e-17
"1","1",2000,250,"Gaussians",-394.54455889915,3,0.000928882480793444,-394.54455889915,3,0.000928882480793471,-6.82121026329696e-13,0,-2.72134745293862e-17
"1","1",2000,250,"Gaussians",-436.02733620679,3,0.00103477663203663,-457.384942914585,3,0.000507057058549444,21.3576067077943,0,0.000527719573487182
"1","1",2000,250,"Gaussians",-369.210499169419,3,0.000877713155810437,-380.626237464323,3,0.00107316962166267,11.415738294904,0,-0.000195456465852234
"1","1",2000,250,"Gaussians",-351.905288043347,3,0.00141819374756842,-388.84093343426,3,0.000735075805178067,36.9356453909133,0,0.000683117942390356
"1","1",2000,250,"Gaussians",-392.665368356737,3,0.000601901063071371,-398.563844526766,3,0.000865948846271466,5.89847617002971,0,-0.000264047783200095
"1","1",2000,250,"Gaussians",-320.313268477271,3,0.00437530699721966,-396.534549451387,3,0.00147947027116019,76.2212809741153,0,0.00289583672605947
"1","1",2000,250,"Gaussians",-397.168567290878,3,0.00127903818136838,-406.258117686802,3,0.00120587434733138,9.08955039592416,0,7.31638340370059e-05
"1","1",2000,250,"Gaussians",-374.850249007214,3,0.00222860623280143,-428.646491411665,3,0.00046213838873239,53.796242404451,0,0.00176646784406904
"1","1",2000,250,"Gaussians",-385.138008421637,3,0.00093256732080524,-392.793094170025,3,0.000916711393486683,7.6550857483885,0,1.58559273185573e-05
"1","1",2000,250,"Gaussians",-425.810997410212,3,0.000697488501891047,-437.506635921545,3,0.00045909911378022,11.6956385113325,0,0.000238389388110827
"1","1",2000,250,"Gaussians",-414.262565578341,3,0.00176985276265513,-435.391943239383,3,0.000218091160757845,21.1293776610423,0,0.00155176160189728
"1","1",2000,250,"Gaussians",-347.758002179932,3,0.00405792893908254,-406.835290583776,3,0.000618448360962747,59.0772884038445,0,0.0034394805781198
"1","1",2000,250,"Gaussians",-386.860149672405,3,0.00106186473464168,-412.997320721374,3,0.000611762749299652,26.1371710489688,0,0.000450101985342023
"1","1",2000,250,"Gaussians",-397.053736135577,3,0.000472738400542604,-407.718333797516,3,0.000325979741952034,10.6645976619384,0,0.00014675865859057
"1","1",2000,250,"Gaussians",-422.100959199415,3,0.000134488976772513,-422.100959199415,3,0.000134488976772516,-1.13686837721616e-13,0,-2.81892564846231e-18
"1","1",2000,250,"Gaussians",-392.688516737152,3,0.000525168323988611,-408.862594287738,3,0.000356609749580571,16.1740775505866,0,0.00016855857440804
"1","1",2000,250,"Gaussians",-408.244322514819,3,0.000297901873779819,-408.244322514819,3,0.000297901873779819,5.6843418860808e-13,0,-3.79470760369927e-19
"1","1",2000,250,"Gaussians",-393.509453890809,3,0.0021740375621575,-412.996539412393,3,0.00127482932053156,19.487085521584,0,0.000899208241625941
"1","1",2000,250,"Gaussians",-351.378694678129,3,0.00249080234537786,-401.086323130092,3,0.000937773957762899,49.7076284519635,0,0.00155302838761496
"1","1",2000,250,"Gaussians",-404.660721314926,3,0.00089344826912692,-405.601867064965,3,0.000252062171142189,0.941145750038686,0,0.000641386097984731
"1","1",2000,250,"Gaussians",-428.955002768415,3,0.00135582562872643,-472.617191410424,3,0.0005004158042586,43.662188642009,0,0.000855409824467825
