"generator_index","generator_sample_index","n","gen_fn","bic_a0","nknots_a0","mse_a0","mse_a0_uniform_x","bic_a1","nknots_a1","mse_a1","mse_a1_uniform_x","bic_diff","mse_diff","mse_diff_uniform_x","nknots_diff"
"1","1",200,"runge-translated",-328.007632470906,2,0.0016328741580065,0.00940538232264773,-345.721324782184,3,0.000299948051923184,0.000918833847312035,17.7136923112774,0.00133292610608332,0.0084865484753357,-1
"1","1",200,"runge-translated",-310.899524242636,4,0.00191809320091937,0.0036089869063395,-331.890567042813,4,0.00105426958243327,0.00224913382220411,20.9910428001769,0.000863823618486094,0.00135985308413539,0
"1","1",200,"runge-translated",-323.608617165249,2,0.00156277405328918,0.00727141355435569,-348.587649611968,3,0.000376288305410857,0.00220829643896965,24.9790324467182,0.00118648574787832,0.00506311711538604,-1
"1","1",200,"runge-translated",-294.365241289634,4,0.00219561648338561,0.0122667439073579,-322.993730093327,3,0.000662812803114193,0.00391820822546637,28.6284888036931,0.00153280368027142,0.0083485356818915,1
"1","1",200,"runge-translated",-263.632778645346,4,0.00361198869970627,0.023933921153261,-303.108401006061,3,0.00101490588318771,0.00850142528649313,39.4756223607147,0.00259708281651856,0.0154324958667678,1
"1","1",200,"runge-translated",-316.956692015548,2,0.000814741180610288,0.00252685187172473,-313.938289230158,3,0.00048594669449271,0.00178407026124392,-3.01840278538941,0.000328794486117579,0.000742781610480802,-1
"1","1",200,"runge-translated",-283.874858059272,2,0.00171624302243399,0.011870727798932,-316.238064569487,3,0.000379356629021419,0.000750816449838423,32.363206510215,0.00133688639341257,0.0111199113490936,-1
"1","1",200,"runge-translated",-314.247536399783,2,0.00195528022953727,0.00734172649180439,-336.436028934846,3,0.000630210725681747,0.00196597253616574,22.1884925350632,0.00132506950385552,0.00537575395563865,-1
"1","1",200,"runge-translated",-355.9653389622,2,0.00133431991049768,0.00628755729521324,-373.668413474825,3,0.000577125265415642,0.00318179634093373,17.7030745126247,0.000757194645082035,0.00310576095427951,-1
"1","1",200,"runge-translated",-347.97669809008,2,0.000995708805831466,0.00201902206361971,-359.079222389661,3,0.000686806118146265,0.00141746203343771,11.1025242995813,0.000308902687685201,0.000601560030182007,-1
"1","1",200,"runge-translated",-269.576676554306,4,0.00223320760857244,0.0272395835997424,-301.486734733258,3,0.000463933444646115,0.0068329975087834,31.9100581789519,0.00176927416392633,0.020406586090959,1
"1","1",200,"runge-translated",-329.006884730717,2,0.000525666894539093,0.00158093897320818,-335.489771117279,3,0.000496449654843452,0.00113904850109886,6.48288638656197,2.92172396956413e-05,0.000441890472109321,-1
"1","1",200,"runge-translated",-273.880009818619,2,0.00176843384254143,0.00531801701065121,-299.07493308402,3,0.000384311199689446,0.00111166471930928,25.1949232654011,0.00138412264285198,0.00420635229134192,-1
"1","1",200,"runge-translated",-341.166173827532,2,0.00158942263954774,0.008795906465827,-347.837346077325,3,0.0010038074001656,0.00526684434863332,6.67117224979279,0.00058561523938214,0.00352906211719368,-1
"1","1",200,"runge-translated",-317.970633738335,2,0.00288715583344383,0.013714142852339,-390.885551847051,3,0.000550850920886899,0.000840421796390038,72.914918108717,0.00233630491255693,0.012873721055949,-1
"1","1",200,"runge-translated",-314.427454361151,4,0.00143096376625993,0.00384316920192964,-332.025212598356,3,0.00052625462298426,0.00274879585918919,17.5977582372047,0.000904709143275668,0.00109437334274045,1
"1","1",200,"runge-translated",-308.449460374791,2,0.00211997708519279,0.0109136687878866,-328.350899536465,3,0.000541519964648751,0.00262609917180692,19.9014391616743,0.00157845712054403,0.00828756961607964,-1
"1","1",200,"runge-translated",-307.432740924704,2,0.00119518645110058,0.00738992730603762,-314.053223222011,3,0.000422532486661622,0.00350606710244167,6.62048229730675,0.000772653964438959,0.00388386020359594,-1
"1","1",200,"runge-translated",-300.891124705259,4,0.0011130622063335,0.0044866678529128,-332.959652798446,3,0.000128077918680958,0.000472847753775796,32.0685280931866,0.000984984287652546,0.004013820099137,1
"1","1",200,"runge-translated",-287.641681442133,4,0.00240521192945256,0.00630674039059719,-333.351316770633,3,0.000561086528093633,0.000780154728944618,45.7096353285007,0.00184412540135893,0.00552658566165257,1
"1","1",200,"runge-translated",-230.842467296481,4,0.00326031044827572,0.0162544048309247,-281.442512119531,3,0.000466611687912247,0.00190507190972206,50.6000448230495,0.00279369876036348,0.0143493329212027,1
"1","1",200,"runge-translated",-283.702099364144,4,0.00250380457332888,0.0096016690326875,-327.537058073026,3,0.0004306778619642,0.00121781914391704,43.8349587088824,0.00207312671136468,0.00838384988877046,1
"1","1",200,"runge-translated",-339.322421260278,2,0.000459466607422721,0.000911535940799064,-339.322421260278,2,0.000459466607422721,0.000911535940799064,0,0,0,0
"1","1",200,"runge-translated",-313.2752290574,2,0.00104969406775169,0.00819627392544017,-318.483317296241,3,0.000534096158783345,0.00261553476042392,5.20808823884101,0.000515597908968344,0.00558073916501625,-1
"1","1",200,"runge-translated",-281.187106835797,2,0.00202303376224407,0.00936722249795677,-325.526359818916,3,0.000816767542502534,0.000875791526240707,44.3392529831189,0.00120626621974154,0.00849143097171606,-1
"1","1",200,"runge-translated",-308.122979169584,2,0.000865854078245065,0.00385823393313236,-311.460060526894,2,0.000890443578469673,0.00368416261010526,3.33708135731047,-2.45895002246073e-05,0.0001740713230271,0
"1","1",200,"runge-translated",-309.294046295347,2,0.000634799114640101,0.00198032315709945,-316.900878916987,3,0.000186248474613603,0.000347338325120657,7.60683262164042,0.000448550640026499,0.00163298483197879,-1
"1","1",200,"runge-translated",-289.609834646977,2,0.00121541774718361,0.0073339832424216,-300.252715428448,3,0.000301033524712479,0.00128535014844579,10.6428807814712,0.000914384222471136,0.00604863309397581,-1
"1","1",200,"runge-translated",-253.427244397145,4,0.00372442071784577,0.0196774891437469,-325.465219364368,3,0.000212777854715781,0.000388691890431333,72.0379749672234,0.00351164286312999,0.0192887972533155,1
"1","1",200,"runge-translated",-283.699062962642,4,0.00189381321740735,0.00669999423432931,-318.073240587009,3,0.000231286997814518,0.00170209666904129,34.3741776243673,0.00166252621959283,0.00499789756528803,1
"1","1",200,"runge-translated",-316.916027809159,2,0.00183313504001996,0.0123366829929049,-346.659455803533,3,0.000460675496128842,0.00192606478625113,29.7434279943743,0.00137245954389111,0.0104106182066538,-1
"1","1",200,"runge-translated",-290.358031059992,4,0.00194354338427335,0.00347072512531789,-310.242248201264,3,0.000905183976183689,0.00129713899653,19.8842171412729,0.00103835940808966,0.00217358612878789,1
"1","1",200,"runge-translated",-276.170321992855,4,0.00410663404484822,0.0155709376302297,-352.77457761885,3,0.000567596925500337,0.00147970234022785,76.6042556259952,0.00353903711934789,0.0140912352900018,1
"1","1",200,"runge-translated",-335.808771131518,2,0.0012266899791294,0.00661040028944289,-352.703815834871,3,0.000480210548366259,0.00184454229998681,16.8950447033534,0.00074647943076314,0.00476585798945608,-1
"1","1",200,"runge-translated",-348.992438373165,4,0.00240428374002582,0.0154493783018213,-374.096377135976,3,0.000633952812038689,0.00543975735077038,25.1039387628115,0.00177033092798713,0.0100096209510509,1
"1","1",200,"runge-translated",-285.658381818682,4,0.00472115072029545,0.0175123698277768,-366.610195558607,3,0.000311015356733436,0.00330097349448519,80.9518137399252,0.00441013536356202,0.0142113963332916,1
"1","1",200,"runge-translated",-251.937366441275,4,0.00548282699306422,0.0776841108210572,-359.723135851679,3,0.000720054168254699,0.00705582732559866,107.785769410404,0.00476277282480952,0.0706282834954586,1
"1","1",200,"runge-translated",-310.388609131957,2,0.000338152600292257,0.00153780211442262,-312.91831608034,4,0.000817919746231743,0.00220674906962012,2.52970694838211,-0.000479767145939486,-0.000668946955197499,-2
"1","1",200,"runge-translated",-310.906141925033,2,0.00202428142481972,0.0179107617764866,-344.083097218593,3,0.000819269310828294,0.00322984362147162,33.1769552935602,0.00120501211399143,0.014680918155015,-1
"1","1",200,"runge-translated",-294.781932539242,2,0.000986376116805514,0.00367211022590039,-300.124826221516,3,0.000757993914231728,0.00143988186653822,5.34289368227343,0.000228382202573786,0.00223222835936217,-1
"1","1",200,"runge-translated",-251.265140343265,4,0.00197935931293645,0.00450540332906681,-303.536082032385,3,0.000736246895472598,0.00159248455978966,52.2709416891195,0.00124311241746385,0.00291291876927715,1
"1","1",200,"runge-translated",-303.12973137591,4,0.00127071828000713,0.00400153161076352,-337.808465914046,3,0.000511379013512496,0.00126732341412496,34.6787345381358,0.00075933926649463,0.00273420819663856,1
"1","1",200,"runge-translated",-298.367839500715,4,0.00163544872621674,0.0050504664895942,-318.180092704775,3,0.000472622844716984,0.00130683830893257,19.8122532040599,0.00116282588149976,0.00374362818066163,1
"1","1",200,"runge-translated",-365.802902008597,2,0.000751455036684677,0.00273129242840953,-365.802902008597,2,0.00075145503668468,0.00273129242840953,0,-3.57786716920216e-18,6.93889390390723e-18,0
"1","1",200,"runge-translated",-319.291713366272,1,0.00346167715216644,0.00741301059997582,-334.028894687008,4,0.00127710120355137,0.00240597693647873,14.7371813207365,0.00218457594861506,0.00500703366349709,-3
"1","1",200,"runge-translated",-308.4416168007,4,0.00364238308955889,0.00997549326188493,-363.55395524791,3,0.00064224372529604,0.00150925515741695,55.11233844721,0.00300013936426285,0.00846623810446798,1
"1","1",200,"runge-translated",-282.850771637955,4,0.0021379315007682,0.003845139468709,-318.864180102941,3,0.00067296939365386,0.000844654281205301,36.0134084649862,0.00146496210711434,0.0030004851875037,1
"1","1",200,"runge-translated",-318.057723982727,2,0.00166488329745095,0.00769423797122783,-327.909889891879,3,0.000732429143593455,0.00128936561914072,9.85216590915195,0.000932454153857499,0.00640487235208711,-1
"1","1",200,"runge-translated",-310.16893493013,2,0.000394047806863943,0.000824107853015159,-310.16893493013,2,0.000394047806863941,0.000824107853015161,0,2.71050543121376e-18,-1.62630325872826e-18,0
