"generator_index","generator_sample_index","m","n","gen_fn","bic_a1","nknots_a1","p_a1","bic_a2","nknots_a2","p_a2","bic_diff","nknots_diff","p_diff"
"1","1",2000,250,"Trigonometric",301.711700612417,3,0.143375081709558,21.7184541156135,3,0.0123715909799907,279.993246496804,0,0.131003490729567
"1","1",2000,250,"Trigonometric",296.930369261062,3,0.126260318758767,10.4083055257955,3,0.017563379336299,286.522063735267,0,0.108696939422468
"1","1",2000,250,"Trigonometric",271.061726348648,3,0.133446182635559,143.200139763034,3,0.0298909038754377,127.861586585614,0,0.103555278760121
"1","1",2000,250,"Trigonometric",277.895593353851,3,0.158006695831859,8.1749229364087,3,0.0189586052513772,269.720670417442,0,0.139048090580482
"1","1",2000,250,"Trigonometric",232.266174167595,3,0.1319841797324,249.796332066343,3,0.0986378655967006,-17.5301578987485,0,0.0333463141356998
"1","1",2000,250,"Trigonometric",287.014584633465,3,0.119233653935775,-32.9311346562121,3,0.00799230901373313,319.945719289677,0,0.111241344922042
"1","1",2000,250,"Trigonometric",330.038892571565,3,0.142615925913944,63.2205369711867,3,0.00917222195431831,266.818355600378,0,0.133443703959626
"1","1",2000,250,"Trigonometric",331.403987629913,3,0.150865979954594,64.269211272786,3,0.0250018523493468,267.134776357127,0,0.125864127605247
"1","1",2000,250,"Trigonometric",331.569891259349,3,0.194222251685229,97.8178893128782,3,0.0410262370178938,233.752001946471,0,0.153196014667335
"1","1",2000,250,"Trigonometric",334.422992900963,3,0.174639513304528,283.766541542294,3,0.0841881035226709,50.6564513586696,0,0.0904514097818574
"1","1",2000,250,"Trigonometric",307.046433207607,3,0.150483991563086,83.5562208042094,3,0.0198407691117314,223.490212403397,0,0.130643222451355
"1","1",2000,250,"Trigonometric",335.819039953306,3,0.147682994985032,15.102010913389,3,0.0102011199544583,320.717029039917,0,0.137481875030574
"1","1",2000,250,"Trigonometric",373.725569582216,2,0.207540221187012,239.588912568585,3,0.0622495433818189,134.136657013631,-1,0.145290677805193
"1","1",2000,250,"Trigonometric",245.804459648074,3,0.120840424733643,-45.3415973667338,3,0.00742830227275444,291.146057014808,0,0.113412122460889
"1","1",2000,250,"Trigonometric",231.957340021125,3,0.109336797341682,315.167559882516,3,0.11193423176732,-83.2102198613913,0,-0.00259743442563803
"1","1",2000,250,"Trigonometric",190.711023037991,3,0.103711071884807,-220.166464365368,3,0.00451770313693563,410.877487403359,0,0.099193368747871
"1","1",2000,250,"Trigonometric",329.505409536668,3,0.182887835627179,221.434037785944,3,0.0572268887476653,108.071371750724,0,0.125660946879514
"1","1",2000,250,"Trigonometric",254.199724647952,3,0.116720200962711,15.9689620166301,3,0.00760542648368348,238.230762631322,0,0.109114774479027
"1","1",2000,250,"Trigonometric",249.339724412987,3,0.107683444181306,23.2459293552885,3,0.00899297498284407,226.093795057698,0,0.0986904691984624
"1","1",2000,250,"Trigonometric",297.220183964101,3,0.138702816475876,86.0414963920454,3,0.021120004377634,211.178687572056,0,0.117582812098242
"1","1",2000,250,"Trigonometric",307.993230923601,3,0.155535883938719,91.3190676758579,3,0.0244952964883566,216.674163247743,0,0.131040587450363
"1","1",2000,250,"Trigonometric",277.644684565582,3,0.129022218302505,72.8495058671973,3,0.0143457800453417,204.795178698385,0,0.114676438257163
"1","1",2000,250,"Trigonometric",232.897012513288,3,0.130462076060298,-38.8717490454857,3,0.0150203075688205,271.768761558774,0,0.115441768491477
"1","1",2000,250,"Trigonometric",295.909611362965,3,0.108895050517379,-214.553640954176,3,0.00446000494287053,510.463252317141,0,0.104435045574508
"1","1",2000,250,"Trigonometric",291.49438148324,3,0.132237654804106,24.0915475254395,3,0.0080448341171489,267.4028339578,0,0.124192820686957
"1","1",2000,250,"Trigonometric",278.774926763913,3,0.133827674078313,-240.902904080005,3,0.00715264014424649,519.677830843918,0,0.126675033934066
"1","1",2000,250,"Trigonometric",262.716347203247,3,0.119276280603607,-54.7818194884425,3,0.00829974488823824,317.49816669169,0,0.110976535715369
"1","1",2000,250,"Trigonometric",284.078967448861,3,0.104455438786039,49.6169642489286,3,0.00665803435311619,234.462003199933,0,0.0977974044329224
"1","1",2000,250,"Trigonometric",271.631515367508,3,0.126100828093526,278.463329588994,3,0.0768575442858736,-6.83181422148567,0,0.0492432838076524
"1","1",2000,250,"Trigonometric",269.544687751069,3,0.100414724636945,50.5344979494924,3,0.00937741025496329,219.010189801577,0,0.0910373143819816
"1","1",2000,250,"Trigonometric",302.651218534059,3,0.134563873678406,55.9744101117493,3,0.0124376563881344,246.676808422309,0,0.122126217290271
"1","1",2000,250,"Trigonometric",291.072413822733,3,0.176596706456422,-20.3650314615916,3,0.0255610019345314,311.437445284324,0,0.15103570452189
"1","1",2000,250,"Trigonometric",275.161163468447,3,0.15833577788209,63.7571788036544,3,0.030140009674265,211.403984664792,0,0.128195768207825
"1","1",2000,250,"Trigonometric",298.032013868176,3,0.120332629851844,194.512517419172,3,0.0431504866645418,103.519496449004,0,0.0771821431873023
"1","1",2000,250,"Trigonometric",295.456215430624,3,0.130982540224956,-14.8392419884831,3,0.00958590815225925,310.295457419107,0,0.121396632072696
"1","1",2000,250,"Trigonometric",256.770506710602,3,0.125958683668998,107.597561760573,3,0.0331781611309301,149.172944950029,0,0.0927805225380675
"1","1",2000,250,"Trigonometric",344.444902980112,3,0.189443305188191,109.478584874197,3,0.0363827329244752,234.966318105915,0,0.153060572263716
"1","1",2000,250,"Trigonometric",328.27227996828,3,0.145802617311176,89.4584506511493,3,0.0142538589614788,238.813829317131,0,0.131548758349697
