"generator_index","generator_sample_index","bic_diff_mean","bic_a0_mean","bic_a1_mean","mse_diff_mean","mse_a0_mean","mse_a1_mean","mse_diff_uniform_x_mean","mse_a0_uniform_x_mean","mse_a1_uniform_x_mean","nknots_diff_mean","n_mean","bic_diff_median","bic_a0_median","bic_a1_median","mse_diff_median","mse_a0_median","mse_a1_median","mse_diff_uniform_x_median","mse_a0_uniform_x_median","mse_a1_uniform_x_median","nknots_diff_median","n_median","bic_diff_sd","bic_a0_sd","bic_a1_sd","mse_diff_sd","mse_a0_sd","mse_a1_sd","mse_diff_uniform_x_sd","mse_a0_uniform_x_sd","mse_a1_uniform_x_sd","nknots_diff_sd","n_sd"
"1","1",11.9164646165838,-313.201287269296,-325.11775188588,0.000511315441012253,0.000980232726925704,0.000468917285913452,0.00173887609999228,0.0031850646878003,0.00144618858780801,-0.06,200,9.57835573911359,-312.073484439215,-325.158100366096,0.000448710348127725,0.000909351010758913,0.000412985671391866,0.00119499569247181,0.00228481612597486,0.000897302661248075,0,200,10.5460595381696,21.2450870849408,19.8025732781833,0.000403950137405273,0.000423171505560937,0.000255816559187953,0.0019905368637512,0.00266296431382945,0.00151130183878283,0.949159903605849,0
