"generator_index","generator_sample_index","n","gen_fn","bic_a0","nknots_a0","mse_a0","mse_a0_uniform_x","bic_a1","nknots_a1","mse_a1","mse_a1_uniform_x","bic_diff","mse_diff","mse_diff_uniform_x","nknots_diff"
"1","1",250,"Michaelis-Menten",-383.063568330521,2,0.000183891031161286,0.000842302648152063,-383.063568330521,2,0.000183891031161289,0.000842302648152086,0,-2.90024081139872e-18,-2.29850860566927e-17,0
"1","1",250,"Michaelis-Menten",-383.536795329094,2,0.000243362516904012,0.000149946370502919,-383.536795329094,2,0.000243362516904013,0.000149946370502915,0,-1.68051336735253e-18,4.2554935270056e-18,0
"1","1",250,"Michaelis-Menten",-413.610816221276,3,0.000185393485495048,0.000282303691556957,-417.323080870475,2,0.000125336700776261,0.000164779159033465,3.71226464919812,6.00567847187865e-05,0.000117524532523491,1
"1","1",250,"Michaelis-Menten",-384.085742661759,2,0.000300313583870608,0.000175171029305031,-384.085742661759,2,0.0003003135838706,0.000175171029305029,0,7.86046575051991e-18,1.38235776991902e-18,0
"1","1",250,"Michaelis-Menten",-407.808360704183,2,0.000201585180288386,0.000261644270391243,-407.808360704183,2,0.000201585180288386,0.000261644270391242,-3.41060513164848e-13,-6.7762635780344e-19,7.58941520739853e-19,0
"1","1",250,"Michaelis-Menten",-370.546595353817,2,0.000168127501656045,0.000153597354332998,-370.546595353817,2,0.000168127501656052,0.000153597354333009,0,-7.75204553327136e-18,-1.10588621593521e-17,0
"1","1",250,"Michaelis-Menten",-388.924535175011,3,0.000187417964086495,0.000470795902204001,-392.195969641621,2,0.000132203803839435,0.000148071592417062,3.27143446660915,5.521416024706e-05,0.00032272430978694,1
"1","1",250,"Michaelis-Menten",-423.229740924273,2,0.000323556718610624,0.000298944535746687,-423.229740924272,2,0.000323556718610635,0.000298944535746686,-2.27373675443232e-13,-1.07336015076065e-17,2.71050543121376e-19,0
"1","1",250,"Michaelis-Menten",-433.51280559155,2,0.000237968496964078,0.000235554024585694,-433.51280559155,2,0.000237968496964084,0.000235554024585719,5.11590769747272e-13,-6.47810798060089e-18,-2.57769066508429e-17,0
"1","1",250,"Michaelis-Menten",-425.993653543411,2,0.000441795135251073,0.000965958945989847,-425.993653543411,2,0.000441795135251059,0.000965958945989885,2.27373675443232e-13,1.3986208025063e-17,-3.79470760369927e-17,0
"1","1",250,"Michaelis-Menten",-431.75308769002,2,0.000206396645841347,0.00108305224243789,-431.75308769002,2,0.000206396645841341,0.00108305224243785,-1.13686837721616e-13,5.61074624261249e-18,4.46691295064028e-17,0
"1","1",250,"Michaelis-Menten",-420.629824071375,4,0.000324669353008062,0.000252699743791292,-426.452609106837,2,0.000146108501996821,0.000451153862986833,5.82278503546212,0.000178560851011241,-0.000198454119195541,2
"1","1",250,"Michaelis-Menten",-368.420637454355,2,0.000309272377542704,0.00250359808035082,-368.420637454354,2,0.000309272377542705,0.00250359808035085,-3.41060513164848e-13,-1.35525271560688e-18,-2.60208521396521e-17,0
"1","1",250,"Michaelis-Menten",-404.296948829869,2,0.000298062789494134,0.000610147622681608,-404.480384574106,1,0.00076541913895375,0.0022375256483996,0.183435744237102,-0.000467356349459616,-0.00162737802571799,1
"1","1",250,"Michaelis-Menten",-387.574069756075,1,0.000656285961714896,0.00153610307076164,-387.574069756075,1,0.000656285961714876,0.00153610307076162,1.13686837721616e-13,1.99493199737333e-17,2.90566182226115e-17,0
"1","1",250,"Michaelis-Menten",-415.27889119338,2,0.000224409132277156,0.00142556152382675,-415.278891193381,2,0.000224409132277149,0.00142556152382679,1.13686837721616e-13,7.72494047895922e-18,-4.14165229889463e-17,0
"1","1",250,"Michaelis-Menten",-391.242186997166,2,0.000570402207116082,0.0010002410356243,-391.242186997166,2,0.000570402207116034,0.00100024103562428,-1.13686837721616e-13,4.82469966756049e-17,2.19008838842072e-17,0
"1","1",250,"Michaelis-Menten",-435.832750700811,2,0.000480189833456759,0.00244640228055702,-435.832750700811,2,0.000480189833456772,0.00244640228055703,0,-1.31188462870746e-17,-3.90312782094782e-18,0
"1","1",250,"Michaelis-Menten",-420.57792210925,3,0.00051536701750897,0.000933049146392947,-420.57792210925,3,0.000515367017508968,0.000933049146393029,2.27373675443232e-13,1.30104260698261e-18,-8.13151629364128e-17,0
"1","1",250,"Michaelis-Menten",-427.750674320845,2,0.000227436572965843,0.00106898609567223,-427.750674320845,2,0.000227436572965844,0.00106898609567214,0,-1.35525271560688e-18,9.0205620750794e-17,0
"1","1",250,"Michaelis-Menten",-418.031859305364,2,0.000189501487668813,0.000319472477662586,-418.031859305364,2,0.000189501487668808,0.000319472477662581,0,4.68917439599981e-18,4.22838847269347e-18,0
"1","1",250,"Michaelis-Menten",-434.320005428203,1,0.000778677542213411,0.00156140389909056,-434.320005428202,1,0.000778677542213411,0.00156140389909054,-3.41060513164848e-13,4.33680868994202e-19,1.90819582357449e-17,0
"1","1",250,"Michaelis-Menten",-410.180924605806,2,0.000188668948881935,0.000251371321249507,-410.180924605806,2,0.000188668948881941,0.000251371321249503,0,-6.09863722023096e-18,4.66206934168767e-18,0
"1","1",250,"Michaelis-Menten",-402.073535648683,2,0.000208651930496042,0.000326325655391261,-402.073535648682,2,0.000208651930496023,0.000326325655391256,-5.11590769747272e-13,1.9109063290057e-17,5.20417042793042e-18,0
"1","1",250,"Michaelis-Menten",-400.041811943604,3,0.000166214079348971,0.000188989402136001,-403.483521598974,2,0.000106303331142323,9.04973865174503e-05,3.44170965536949,5.99107482066476e-05,9.8492015618551e-05,1
"1","1",250,"Michaelis-Menten",-431.583815334457,2,0.000180460377353891,0.000720849066126138,-431.583815334457,2,0.000180460377353885,0.000720849066126168,1.13686837721616e-13,6.88468379528295e-18,-2.99239799605999e-17,0
"1","1",250,"Michaelis-Menten",-418.856361023439,2,0.000316729828425932,0.000466888729849746,-418.856361023438,2,0.000316729828425948,0.000466888729849771,-2.27373675443232e-13,-1.61004022614097e-17,-2.49366499671666e-17,0
"1","1",250,"Michaelis-Menten",-421.934678496846,2,0.00013528216371485,0.00060688754753671,-421.934678496846,2,0.000135282163714839,0.000606887547536687,0,1.1221492485225e-17,2.37440275774325e-17,0
"1","1",250,"Michaelis-Menten",-439.079359363512,3,0.000419294485621405,0.00342626972318115,-444.211466306105,2,0.000328842893699739,0.00277107489334386,5.13210694259283,9.04515919216658e-05,0.000655194829837292,1
"1","1",250,"Michaelis-Menten",-451.882109414202,3,0.000741478764758426,0.00226013695572212,-451.882109414202,3,0.000741478764758438,0.00226013695572225,0,-1.21430643318376e-17,-1.33573707650214e-16,0
"1","1",250,"Michaelis-Menten",-444.767340437804,2,0.000169829431427386,0.000286921815794361,-444.767340437804,2,0.000169829431427392,0.000286921815794381,0,-5.88179678573386e-18,-1.99493199737333e-17,0
"1","1",250,"Michaelis-Menten",-404.490092043762,2,0.000330325277530684,0.000210209812280062,-404.490092043762,2,0.000330325277530673,0.000210209812280055,-1.13686837721616e-13,1.06251812903579e-17,7.23704950134074e-18,0
"1","1",250,"Michaelis-Menten",-422.096593502049,2,0.000263503330854401,0.00126864293344627,-422.096593502048,2,0.000263503330854394,0.00126864293344624,-4.54747350886464e-13,7.91467585914418e-18,3.70797142990043e-17,0
"1","1",250,"Michaelis-Menten",-428.215566695539,2,0.000666460597101136,0.00208046544706098,-428.215566695539,2,0.000666460597101141,0.00208046544706099,5.6843418860808e-14,-4.44522890719057e-18,-5.63785129692462e-18,0
"1","1",250,"Michaelis-Menten",-395.894927304077,2,0.0003678726788955,0.00054618754435759,-395.894927304077,2,0.0003678726788955,0.00054618754435758,2.27373675443232e-13,5.42101086242752e-20,1.00830802041152e-17,0
"1","1",250,"Michaelis-Menten",-436.873655850061,2,0.000498828096320491,0.000689053208075731,-436.87365585006,2,0.000498828096320503,0.000689053208075715,-3.41060513164848e-13,-1.25767452008319e-17,1.57209315010398e-17,0
"1","1",250,"Michaelis-Menten",-409.194505809828,2,0.000193112388202649,0.000450726723444156,-409.194505809827,2,0.000193112388202652,0.000450726723444167,-4.54747350886464e-13,-2.16840434497101e-18,-1.07878116162308e-17,0
"1","1",250,"Michaelis-Menten",-458.609810246677,2,0.000504643966676853,0.000511695027894513,-458.609810246677,2,0.000504643966676852,0.000511695027894551,0,5.42101086242752e-19,-3.82723366887383e-17,0
"1","1",250,"Michaelis-Menten",-435.177418713959,2,0.000232951109755253,0.000315791088184759,-435.177418713959,2,0.000232951109755253,0.000315791088184753,-1.13686837721616e-13,2.16840434497101e-19,6.07153216591882e-18,0
"1","1",250,"Michaelis-Menten",-395.320498867028,2,0.000266959040409531,0.000775839873740226,-395.320498867028,2,0.000266959040409538,0.00077583987374026,1.13686837721616e-13,-6.66784336078585e-18,-3.35018471298021e-17,0
"1","1",250,"Michaelis-Menten",-416.038327558275,2,0.00034325635951362,0.000319809315611179,-416.038327558274,2,0.000343256359513607,0.000319809315611165,-7.95807864051312e-13,1.31730563956989e-17,1.3986208025063e-17,0
"1","1",250,"Michaelis-Menten",-396.417437400945,2,0.000380289436503733,0.000898505520022963,-396.417437400945,2,0.000380289436503755,0.00089850552002302,-3.41060513164848e-13,-2.16840434497101e-17,-5.74627151417317e-17,0
"1","1",250,"Michaelis-Menten",-444.463156540151,2,0.000447329565472577,0.000988148034896857,-444.463156540151,2,0.000447329565472571,0.000988148034896875,-1.13686837721616e-13,5.80048162279745e-18,-1.84314369322536e-17,0
"1","1",250,"Michaelis-Menten",-440.626651211833,2,0.000299968136484659,0.000426555300000997,-440.626651211834,2,0.000299968136484688,0.00042655530000104,2.27373675443232e-13,-2.90024081139872e-17,-4.27717757045531e-17,0
"1","1",250,"Michaelis-Menten",-396.773201424416,2,0.000204295589455611,0.000542448394545156,-396.773201424416,2,0.000204295589455616,0.000542448394545209,0,-5.4752209710518e-18,-5.31259064517897e-17,0
"1","1",250,"Michaelis-Menten",-363.202143031624,2,0.000341662821013271,0.00239192371808802,-363.202143031624,2,0.000341662821013254,0.0023919237180882,2.27373675443232e-13,1.66967134562768e-17,-1.7650811368064e-16,0
"1","1",250,"Michaelis-Menten",-412.930490200796,2,0.000136194295022585,0.000149436592816022,-412.930490200796,2,0.000136194295022591,0.000149436592816036,1.13686837721616e-13,-5.82758667710959e-18,-1.35796322103809e-17,0
"1","1",250,"Michaelis-Menten",-415.990717834743,2,0.000674435773883672,0.000623615515526689,-415.990717834743,2,0.000674435773883627,0.000623615515526674,-2.27373675443232e-13,4.47775497236513e-17,1.46367293285543e-17,0
"1","1",250,"Michaelis-Menten",-443.956747575805,2,0.000256270490893711,0.000330557903184931,-443.956747575805,2,0.000256270490893722,0.000330557903184946,1.13686837721616e-13,-1.04625509644851e-17,-1.5558301175167e-17,0
"1","1",250,"Michaelis-Menten",-415.802958545919,2,0.000265276042104342,0.000273362917770956,-415.802958545919,2,0.000265276042104307,0.000273362917770929,-4.54747350886464e-13,3.55618312575245e-17,2.69966340948891e-17,0
"1","1",250,"Michaelis-Menten",-406.956981257038,2,0.000293454057937698,0.00094494181628131,-406.956981257038,2,0.000293454057937695,0.000944941816281301,0,2.98155597433514e-18,9.10729824887824e-18,0
"1","1",250,"Michaelis-Menten",-395.287765732026,2,0.00060999539182398,0.0018308615916843,-395.287765732027,2,0.000609995391823975,0.00183086159168431,2.27373675443232e-13,4.66206934168767e-18,-9.75781955236954e-18,0
"1","1",250,"Michaelis-Menten",-394.756991666106,2,0.000218059932484255,0.000331105216294036,-394.756991666106,2,0.000218059932484241,0.000331105216294017,6.82121026329696e-13,1.3986208025063e-17,1.96240593219876e-17,0
"1","1",250,"Michaelis-Menten",-419.75353308439,2,0.000371638604515537,0.000317525275278745,-419.75353308439,2,0.000371638604515519,0.000317525275278742,0,1.74556549770166e-17,2.38524477946811e-18,0
"1","1",250,"Michaelis-Menten",-383.472377470908,2,0.000504690744032888,0.00291455237677268,-384.164541715112,1,0.00118653915614723,0.00773854196538353,0.69216424420398,-0.000681848412114339,-0.00482398958861085,1
"1","1",250,"Michaelis-Menten",-402.123920925246,2,0.000217298786776793,0.000608527717187798,-402.123920925246,2,0.000217298786776778,0.000608527717187791,1.13686837721616e-13,1.56125112837913e-17,6.93889390390723e-18,0
"1","1",250,"Michaelis-Menten",-384.153838464256,2,0.000416346386671459,0.000660716158387887,-388.179423696554,1,0.000571733797033923,0.00100314443286259,4.02558523229777,-0.000155387410362464,-0.000342428274474707,1
"1","1",250,"Michaelis-Menten",-390.568766474028,2,0.00057751898141576,0.000489966755410563,-390.568766474028,2,0.000577518981415793,0.000489966755410559,5.6843418860808e-14,-3.3285006695305e-17,4.01154803819637e-18,0
"1","1",250,"Michaelis-Menten",-402.416358271662,3,0.000165133895601241,9.39128696483631e-05,-406.294644150292,2,0.000126067862758216,0.000137774723104475,3.87828587862958,3.90660328430243e-05,-4.38618534561118e-05,1
"1","1",250,"Michaelis-Menten",-414.111904322607,2,0.000250666569013708,0.000958951949770013,-414.111904322607,2,0.000250666569013696,0.000958951949770027,2.27373675443232e-13,1.2414114874959e-17,-1.40946282423116e-17,0
"1","1",250,"Michaelis-Menten",-405.474529909591,2,0.000282903760935634,0.000443397374110978,-406.036609343051,1,0.000766333348343658,0.00159523491759439,0.562079433459701,-0.000483429587408024,-0.00115183754348341,1
