"generator_index","generator_sample_index","bic_diff_mean","bic_a0_mean","bic_a1_mean","mse_diff_mean","mse_a0_mean","mse_a1_mean","mse_diff_uniform_x_mean","mse_a0_uniform_x_mean","mse_a1_uniform_x_mean","nknots_diff_mean","n_mean","bic_diff_median","bic_a0_median","bic_a1_median","mse_diff_median","mse_a0_median","mse_a1_median","mse_diff_uniform_x_median","mse_a0_uniform_x_median","mse_a1_uniform_x_median","nknots_diff_median","n_median","bic_diff_sd","bic_a0_sd","bic_a1_sd","mse_diff_sd","mse_a0_sd","mse_a1_sd","mse_diff_uniform_x_sd","mse_a0_uniform_x_sd","mse_a1_uniform_x_sd","nknots_diff_sd","n_sd"
"1","1",339.911388094732,67.3600223843061,-272.551365710426,0.0595060973496449,0.0634022768841278,0.00389617953448297,0.28236560423056,0.385184324718022,0.102818720487463,-0.075,200,360.038873094081,88.9664127909732,-289.740060918867,0.0634463939687336,0.0672347610378574,0.00214631774121787,0.307688361458187,0.374953955630802,0.0155504401917761,0,200,87.5204804514441,82.2632749209687,56.6195291465939,0.0201170307529103,0.0206446468425896,0.00407583873942453,0.201255030775286,0.195777194366172,0.214831020625076,0.584020891758206,0
